date,i,symbol,Open,High,Low,Adj Close,Volume,Open Interest,option_type,strike,expiry,nifty,niftyHigh,niftyLow,signal,ATR,renko_uptrend,renko_brick_num,renko_brick_diff,unique_brick_id,renko_brick_volume,renko_brick_volume_osc,renko_static_candles,renko_brick_high,renko_brick_low,trade_price,limit1,limit2,sl1,sl2,bnh_returns,cum_bnh_returns,bnh_ln_returns,cum_bnh_ln_returns,position,position_change,strategy_returns,cum_strategy_returns,strategy_ln_returns,cum_strategy_ln_returns,trade_num,return,cum_return,sum_return,prev_peak_cum_return,drawdown_from_prev_peak,prev_peak_sum_return,drawdown_from_prev_peak_sum
2022-06-20 14:59:00+05:30,13121,NIFTYWEEKLYOPTIONCall,204.0,207.95,196.9,198.5,73300.0,1458300,CE,15200,2022-06-23,15282.65,15298.95,15281.85,,6.954619947998783,False,-2.0,0.0,2022-06-20 14:46:00+05:30-2.0,2177050.0,2.216922422472567,12.0,200.0,190.0,,166.0,,208.5,,-0.02990196078431373,-0.21623762376237654,0.018054156762062807,-0.21329125487120235,-1.0,-1.0,0.02990196078431373,14.314013080727891,-0.018054156762062807,12.196584969242519,830.0,-0.030441176470588135,12.610418334037341,4.1619159649890625,19.382859593937553,-6.772441259900212,4.471769019460686,-0.30985305447162315
2022-06-20 15:02:00+05:30,13124,NIFTYWEEKLYOPTIONCall,210.20999999999998,221.2,209.45,217.2,209750.0,1443800,CE,15200,2022-06-23,15319.1,15321.6,15305.05,,7.129703153771696,True,1.0,0.0,2022-06-20 15:02:00+05:301.0,553750.0,0.5638918680986583,0.0,210.0,200.0,,,,215.9,,0.01993244850387721,-0.15089108910891114,0.040829923131043465,-0.18330421766486657,0.0,1.0,0.0,13.386587814227324,0.0,12.207427855167227,831.0,0.0,12.610418334037341,4.1619159649890625,19.382859593937553,-6.772441259900212,4.471769019460686,-0.30985305447162315
2022-06-20 15:04:00+05:30,13126,NIFTYWEEKLYOPTIONCall,216.11589999999998,221.6,213.05,216.7,109750.0,1415550,CE,15200,2022-06-23,15320.2,15325.95,15315.3,,7.1368358176759035,True,1.0,0.0,2022-06-20 15:02:00+05:301.0,553750.0,0.5638918680986583,1.0,210.0,200.0,,-248.0,,-206.7,,0.004784932529258823,-0.14000000000000024,0.007971408657198103,-0.1555964108615736,1.0,1.0,0.004784932529258823,13.455426666244659,0.007971408657198103,12.215399263824425,832.0,0.1746012209189607,14.986813992378067,4.336517185908023,19.382859593937553,-4.396045601559486,4.471769019460686,-0.13525183355266268
2022-06-20 15:20:00+05:30,13142,NIFTYWEEKLYOPTIONCall,253.85,255.0,245.15,245.95,67700.0,1244950,CE,15200,2022-06-23,15368.3,15379.95,15366.6,0.0,7.180859976586342,True,5.0,0.0,2022-06-20 15:16:00+05:305.0,1037800.0,1.0568071886461174,3.0,250.0,240.0,,,,,,-0.02796927319283038,-0.022772277227722904,0.02715279610164429,0.005332292677984851,0.0,-1.0,-0.0,15.89850361144926,0.0,12.34917517126234,833.0,-0.0,14.986813992378067,4.336517185908023,19.382859593937553,-4.396045601559486,4.471769019460686,-0.13525183355266268
2022-06-21 09:27:00+05:30,13165,NIFTYWEEKLYOPTIONCall,226.0,226.55,215.55,216.05,208250.0,2321300,CE,15300,2022-06-23,15438.45,15450.3,15438.45,0.0,9.839450750208165,False,-1.0,0.0,2022-06-21 09:27:00+05:30-1.0,1959300.0,7.122326843281201,0.0,230.0,220.0,,,,,,-0.04867256637168138,-0.1485148514851483,-0.03264707783666614,-0.1108762494431324,1.0,1.0,-0.04867256637168138,15.076010072838898,-0.03264707783666614,12.316528093425674,834.0,-0.048672566371681415,14.208694727262321,4.287844619536341,19.382859593937553,-5.174164866675232,4.471769019460686,-0.1839243999243445
2022-06-21 09:28:00+05:30,13166,NIFTYWEEKLYOPTIONCall,215.0,219.9,214.4,217.95,89950.0,2321300,CE,15300,2022-06-23,15439.4,15444.3,15435.1,,9.457713183193,False,-1.0,0.0,2022-06-21 09:27:00+05:30-1.0,1959300.0,7.122326843281201,0.0,230.0,220.0,,,,-214.1,,0.017906976744185954,-0.13326732673267316,-0.04989697114462304,-0.16077322058775545,0.0,-1.0,0.0,15.076010072838898,-0.0,12.316528093425674,835.0,-0.0,14.208694727262321,4.287844619536341,19.382859593937553,-5.174164866675232,4.471769019460686,-0.1839243999243445
2022-06-21 09:30:00+05:30,13168,NIFTYWEEKLYOPTIONCall,213.8859,219.7,209.5,210.2,173050.0,2242600,CE,15300,2022-06-23,15426.15,15441.9,15424.9,,9.389262508854086,False,-1.0,0.0,2022-06-21 09:27:00+05:30-1.0,1959300.0,7.122326843281201,2.0,230.0,220.0,,182.0,,220.2,,-0.02167464054432755,-0.1712871287128711,-0.022943868374850778,-0.16596855345336475,-1.0,-1.0,0.02167464054432755,15.424451812554668,0.022943868374850778,12.339471961800525,836.0,-0.05863079333420283,13.316996889825223,4.229213826202138,19.382859593937553,-6.06586270411233,4.471769019460686,-0.24255519325854724
2022-06-21 09:34:00+05:30,13172,NIFTYWEEKLYOPTIONCall,226.42619999999997,230.5,225.55,229.3,148050.0,2255200,CE,15300,2022-06-23,15459.25,15460.95,15453.25,,9.17899152589992,False,-1.0,0.0,2022-06-21 09:27:00+05:30-1.0,1959300.0,7.122326843281201,6.0,230.0,220.0,,,,-214.1,,0.012691994124355066,-0.09188118811881152,0.04598391820311481,-0.10899218470031466,0.0,1.0,0.0,14.13616292956784,0.0,12.32847951125059,837.0,0.0,13.316996889825223,4.229213826202138,19.382859593937553,-6.06586270411233,4.471769019460686,-0.24255519325854724
2022-06-21 09:47:00+05:30,13185,NIFTYWEEKLYOPTIONCall,246.14589999999998,259.8,251.6,257.05,173200.0,2043550,CE,15300,2022-06-23,15502.85,15504.35,15492.05,,8.189573561871384,True,2.0,0.0,2022-06-21 09:46:00+05:302.0,332800.0,1.2097740894421392,0.0,250.0,240.0,,-278.0,,-247.05,,0.040439836698478615,0.014257425742574492,0.020297984702200005,-0.02548679916018793,1.0,1.0,0.040439836698478615,14.74826688668113,0.020297984702200005,12.34877749595279,838.0,0.20458313544934129,16.246013003764133,4.433796961651479,19.382859593937553,-3.1368465901734197,4.471769019460686,-0.037972057809206206
2022-06-21 10:06:00+05:30,13204,NIFTYWEEKLYOPTIONCall,296.5032,298.7,291.0,293.0,74700.0,1805650,CE,15300,2022-06-23,15545.0,15551.8,15543.85,,8.167508358775349,True,7.0,0.0,2022-06-21 10:02:00+05:307.0,961200.0,3.4940951165017555,3.0,300.0,290.0,,286.0,,,,-0.008442404668819736,0.1643564356435645,-0.033485955478071955,0.16064676224422356,0.0,-1.0,-0.0,17.232766600370915,-0.0,12.568397012835275,839.0,0.0,16.246013003764133,4.433796961651479,19.382859593937553,-3.1368465901734197,4.471769019460686,-0.037972057809206206
2022-06-21 10:38:00+05:30,13236,NIFTYWEEKLYOPTIONCall,316.0,321.35,312.85,317.9,33200.0,1601000,CE,15300,2022-06-23,15574.95,15578.6,15570.45,,7.899925418846262,True,10.0,0.0,2022-06-21 10:32:00+05:3010.0,308500.0,1.1214402241373196,5.0,330.0,320.0,,-344.0,,-310.0,,0.0026898734177216443,0.2548514851485155,-0.007880261425305976,0.22433096487149434,1.0,1.0,0.0026898734177216443,17.281810434580777,-0.007880261425305976,12.560516751409969,840.0,-0.019968354430379753,15.901638503594032,4.4138286072211,19.382859593937553,-3.481221090343521,4.471769019460686,-0.0579404122395859
2022-06-21 10:46:00+05:30,13244,NIFTYWEEKLYOPTIONCall,309.69,313.65,307.3,307.95,29000.0,1583750,CE,15300,2022-06-23,15564.65,15570.25,15564.65,,7.748174896646126,False,-1.0,0.0,2022-06-21 10:45:00+05:30-1.0,468200.0,1.7019718409759903,0.0,320.0,310.0,,,,-304.1,,-0.0036811004552939064,0.22198019801980284,-0.02206735030130346,0.20416054843019088,0.0,-1.0,-0.0,16.86868825464832,-0.0,12.562413685269968,841.0,0.0,15.901638503594032,4.4138286072211,19.382859593937553,-3.481221090343521,4.471769019460686,-0.0579404122395859
2022-06-21 11:39:00+05:30,13297,NIFTYWEEKLYOPTIONCall,336.23589999999996,345.7,340.0,345.2,40950.0,1451650,CE,15300,2022-06-23,15609.15,15610.4,15606.55,,6.9116202251611245,True,2.0,0.0,2022-06-21 11:38:00+05:302.0,500950.0,1.8210226265205518,0.0,340.0,330.0,,-368.0,,-335.2,,0.031121305012344003,0.3730693069306943,0.0002555080362848555,0.2864017482359132,1.0,1.0,0.031121305012344003,17.424785151991717,0.0002555080362848555,12.562669193306252,842.0,-0.04923894206418754,15.069419704525725,4.364589665156912,19.382859593937553,-4.313439889411828,4.471769019460686,-0.10717935430377334
2022-06-21 12:11:00+05:30,13329,NIFTYWEEKLYOPTIONCall,319.68,325.0,321.05,323.55,17900.0,1409000,CE,15300,2022-06-23,15588.85,15590.65,15587.15,,6.518828081868241,True,2.0,0.0,2022-06-21 11:38:00+05:302.0,500950.0,1.8210226265205518,32.0,340.0,330.0,,323.6,,,,0.012105855855855774,0.28138613861386164,-0.02508317084954061,0.23590924674477134,0.0,-1.0,0.0,15.988852948914655,-0.0,12.537259862664651,843.0,0.0,15.069419704525725,4.364589665156912,19.382859593937553,-4.313439889411828,4.471769019460686,-0.10717935430377334
2022-06-21 12:13:00+05:30,13331,NIFTYWEEKLYOPTIONCall,323.6,331.35,322.6,322.6,8550.0,1409000,CE,15300,2022-06-23,15588.3,15595.0,15587.55,,6.560075932028017,True,2.0,0.0,2022-06-21 11:38:00+05:302.0,500950.0,1.8210226265205518,34.0,340.0,330.0,,-354.0,,-320.0,,-0.004944375772558796,0.2752475247524757,0.0001545236810616687,0.2480969364689193,1.0,1.0,-0.004944375772558796,15.904853675990477,0.0001545236810616687,12.537414386345713,844.0,-0.012113720642768899,14.874759243333694,4.352475944514143,19.382859593937553,-4.5081003506038595,4.471769019460686,-0.11929307494654218
2022-06-21 12:15:00+05:30,13333,NIFTYWEEKLYOPTIONCall,319.68,324.35,317.3,321.65,7050.0,1407100,CE,15300,2022-06-23,15588.5,15591.45,15583.5,,6.5652010808174905,False,-1.0,0.0,2022-06-21 12:14:00+05:30-1.0,99950.0,0.3633320920665319,0.0,330.0,320.0,,,,-314.1,,0.007100850850850771,0.2750495049504955,-0.007231050084219617,0.2359092467447713,0.0,-1.0,0.0,15.78305473025042,-0.0,12.532457746705784,845.0,0.0,14.874759243333694,4.352475944514143,19.382859593937553,-4.5081003506038595,4.471769019460686,-0.11929307494654218
2022-06-21 12:31:00+05:30,13349,NIFTYWEEKLYOPTIONCall,346.24589999999995,345.55,340.0,342.15,4400.0,1403700,CE,15300,2022-06-23,15615.4,15617.45,15612.45,,6.280923861482167,True,1.0,0.0,2022-06-21 12:28:00+05:301.0,150800.0,0.5481788842784694,2.0,340.0,330.0,,-378.0,,-332.15,,-0.011829454153825303,0.35504950495049536,0.010002029552581688,0.315737967560789,1.0,1.0,-0.011829454153825303,15.584520353757782,0.010002029552581688,12.542459776258365,846.0,0.05931319331145885,15.816341907106413,4.411789137825602,19.382859593937553,-3.5665176868311406,4.471769019460686,-0.05997988163508339
2022-06-21 12:51:00+05:30,13369,NIFTYWEEKLYOPTIONCall,366.78285,372.05,367.65,370.85,6050.0,1328000,CE,15300,2022-06-23,15642.6,15643.75,15638.75,,6.363140976733027,True,4.0,0.0,2022-06-21 12:48:00+05:304.0,145900.0,0.530366705677909,2.0,370.0,360.0,,356.0,,,,0.011088713662593674,0.46871287128712935,-0.027475203883974803,0.37335873484861876,0.0,-1.0,0.0,16.77851129982256,-0.0,12.627555747430172,847.0,0.0,15.816341907106413,4.411789137825602,19.382859593937553,-3.5665176868311406,4.471769019460686,-0.05997988163508339
2022-06-21 13:17:00+05:30,13395,NIFTYWEEKLYOPTIONCall,396.0,417.9,408.35,416.0,28650.0,1314250,CE,15300,2022-06-23,15686.6,15686.6,15675.85,,6.592474825691923,True,8.0,0.0,2022-06-21 13:14:00+05:308.0,246200.0,0.8949710962159095,2.0,410.0,400.0,,-438.0,,-406.0,,0.04861111111111116,0.6445544554455456,-0.010175328041652451,0.4500029625390636,1.0,1.0,0.04861111111111116,17.642744488008383,-0.010175328041652451,12.61738041938852,848.0,0.024227272727272712,16.223756008764944,4.436016410552875,19.382859593937553,-3.159103585172609,4.471769019460686,-0.035752608907810846
2022-06-21 13:19:00+05:30,13397,NIFTYWEEKLYOPTIONCall,405.594,408.65,403.7,407.6,11800.0,1322950,CE,15300,2022-06-23,15676.05,15679.5,15673.1,,6.628512431296739,True,8.0,0.0,2022-06-21 13:14:00+05:308.0,246200.0,0.8949710962159095,4.0,410.0,400.0,,396.0,,,,0.004945832532039507,0.6142574257425755,-0.023528089225255164,0.47394141055273215,0.0,-1.0,0.0,17.209236141768265,-0.0,12.664846956627443,849.0,0.0,16.223756008764944,4.436016410552875,19.382859593937553,-3.159103585172609,4.471769019460686,-0.035752608907810846
2022-06-21 13:32:00+05:30,13410,NIFTYWEEKLYOPTIONCall,406.0,408.25,401.45,401.45,16900.0,1334250,CE,15300,2022-06-23,15670.3,15678.3,15670.05,,6.7240637301603075,True,9.0,0.0,2022-06-21 13:29:00+05:309.0,134550.0,0.48910788381742737,2.0,420.0,410.0,,-448.0,,-400.0,,-0.012192118226600934,0.5883168316831693,-0.007850874475738767,0.47494191088631554,1.0,1.0,-0.012192118226600934,16.987226981911732,-0.007850874475738767,12.656996082151704,850.0,-0.0157635467980295,15.952248524882936,4.420252863754845,19.382859593937553,-3.430611069054617,4.471769019460686,-0.05151615570584056
2022-06-21 13:34:00+05:30,13412,NIFTYWEEKLYOPTIONCall,399.6,410.0,404.15,404.4,42650.0,1327050,CE,15300,2022-06-23,15674.5,15677.45,15673.6,,6.748411969901981,True,9.0,0.0,2022-06-21 13:29:00+05:309.0,134550.0,0.48910788381742737,4.0,420.0,410.0,,404.4,,,,0.012012012012011963,0.6015841584158426,-0.003622061038535127,0.45905279805898136,0.0,-1.0,0.0,16.92219399569113,-0.0,12.644729030362905,851.0,-0.0,15.952248524882936,4.420252863754845,19.382859593937553,-3.430611069054617,4.471769019460686,-0.05151615570584056
2022-06-21 13:37:00+05:30,13415,NIFTYWEEKLYOPTIONCall,393.35,409.25,397.95,408.35,17700.0,1309500,CE,15300,2022-06-23,15677.15,15677.3,15666.9,,6.875466348866234,False,-1.0,0.0,2022-06-21 13:35:00+05:30-1.0,141450.0,0.5141903393978083,1.0,410.0,400.0,,362.0,,418.35,,0.038133977373840056,0.6172277227722784,0.0,0.4432885520598345,-1.0,-1.0,-0.038133977373840056,16.238749455369874,-0.0,12.644729030362905,852.0,-0.04337104359984732,15.217011814994791,4.376881820154998,19.382859593937553,-4.165847778942762,4.471769019460686,-0.09488719930568745
2022-06-21 13:52:00+05:30,13430,NIFTYWEEKLYOPTIONCall,410.40999999999997,410.2,403.95,407.65,8550.0,1283200,CE,15300,2022-06-23,15681.4,15684.3,15677.3,,6.945279730203048,False,-2.0,0.0,2022-06-21 13:45:00+05:30-2.0,100100.0,0.3638773628400184,6.0,400.0,390.0,,-407.6,,,,-0.006724982334738394,0.6144554455445552,0.0058894856272752785,0.48574541131601967,0.0,1.0,-0.0,16.10223643243785,0.0,12.608161656733994,853.0,0.0,15.217011814994791,4.376881820154998,19.382859593937553,-4.165847778942762,4.471769019460686,-0.09488719930568745
2022-06-21 13:55:00+05:30,13433,NIFTYWEEKLYOPTIONCall,418.25,430.8,416.05,416.05,17150.0,1277700,CE,15300,2022-06-23,15691.15,15707.25,15691.15,,7.140920825379334,True,2.0,0.0,2022-06-21 13:54:00+05:302.0,375700.0,1.36572153065929,0.0,420.0,410.0,,-448.0,,-406.05,,-0.0052600119545725965,0.6477227722772285,0.0,0.5046680911515161,1.0,1.0,-0.0052600119545725965,16.012278464353297,0.0,12.608161656733994,854.0,-0.009956963538553437,15.055539619648599,4.3669248566164445,19.382859593937553,-4.3273199742889545,4.471769019460686,-0.10484416284424114
2022-06-21 14:32:00+05:30,13470,NIFTYWEEKLYOPTIONCall,414.0855,420.0,414.75,420.0,7000.0,1232200,CE,15300,2022-06-23,15698.6,15699.5,15693.05,,7.305384679769088,True,2.0,0.0,2022-06-21 13:54:00+05:302.0,375700.0,1.36572153065929,37.0,420.0,410.0,,406.0,,,,0.014283282075803205,0.663366336633664,-0.019169778546686892,0.4946612255263487,0.0,-1.0,0.0,15.931950087852332,-0.0,12.617324569655514,855.0,-0.0,15.055539619648599,4.3669248566164445,19.382859593937553,-4.3273199742889545,4.471769019460686,-0.10484416284424114
2022-06-21 14:42:00+05:30,13480,NIFTYWEEKLYOPTIONCall,406.0,408.0,398.85,399.15,10350.0,1229150,CE,15300,2022-06-23,15672.9,15683.9,15672.9,0.0,7.2841570431618115,False,-1.0,0.0,2022-06-21 14:42:00+05:30-1.0,10350.0,0.037623683370571336,0.0,410.0,400.0,,,,,,-0.019704433497536922,0.5762376237623772,-0.0013537630521139416,0.4749419108863154,1.0,1.0,-0.019704433497536922,15.598315603362632,-0.0013537630521139416,12.6159708066034,856.0,-0.019704433497536946,14.739174306946163,4.347220423118907,19.382859593937553,-4.64368528699139,4.471769019460686,-0.1245485963417785
2022-06-21 14:43:00+05:30,13481,NIFTYWEEKLYOPTIONCall,398.0,398.0,376.45,381.7,32650.0,1229150,CE,15300,2022-06-23,15651.85,15672.15,15647.25,,7.431078403056888,False,-2.0,-1.0,2022-06-21 14:43:00+05:30-2.0,32650.0,0.11868727169557046,0.0,400.0,390.0,,-404.0,,,,-0.04346733668341707,0.5077227722772286,-0.019901154317294913,0.4550407565690205,0.0,-1.0,-0.0,15.598315603362632,-0.0,12.6159708066034,857.0,-0.0,14.739174306946163,4.347220423118907,19.382859593937553,-4.64368528699139,4.471769019460686,-0.1245485963417785
2022-06-21 14:49:00+05:30,13487,NIFTYWEEKLYOPTIONCall,384.0,386.2,379.15,382.95,10200.0,1198750,CE,15300,2022-06-23,15655.65,15656.45,15648.9,,7.788266667405396,False,-4.0,0.0,2022-06-21 14:46:00+05:30-4.0,114550.0,0.4164051140192219,2.0,380.0,370.0,,342.0,,390.0,,-0.010546875000000067,0.5047524752475259,0.032690001416424454,0.4192313038723098,-1.0,-1.0,0.010546875000000067,15.77337596324185,-0.032690001416424454,12.583280805186975,858.0,-0.016640624999999815,14.47726460949464,4.330579798118907,19.382859593937553,-4.905594984442914,4.471769019460686,-0.14118922134177847
2022-06-21 14:54:00+05:30,13492,NIFTYWEEKLYOPTIONCall,390.38999999999993,388.9,379.05,382.65,10900.0,1180500,CE,15300,2022-06-23,15660.0,15664.55,15651.2,,7.813023012966387,True,1.0,0.0,2022-06-21 14:53:00+05:301.0,44900.0,0.1632177181969713,0.0,390.0,380.0,,,,395.9,,-0.016112093035169694,0.5211881188118825,0.0281598989939983,0.43573499074135835,0.0,1.0,-0.0,15.309145779603238,0.0,12.594937017311924,859.0,-0.0,14.47726460949464,4.330579798118907,19.382859593937553,-4.905594984442914,4.471769019460686,-0.14118922134177847
2022-06-21 15:06:00+05:30,13504,NIFTYWEEKLYOPTIONCall,364.0,366.4,360.0,362.65,9050.0,1162300,CE,15300,2022-06-23,15639.2,15641.8,15636.35,,8.223643686120218,False,-3.0,0.0,2022-06-21 15:03:00+05:30-3.0,66600.0,0.24210022342802426,2.0,360.0,350.0,,322.0,,370.0,,-0.004670329670329654,0.4348514851485157,0.01648122618379185,0.36574261892132354,-1.0,-1.0,0.004670329670329654,15.38531486703545,-0.01648122618379185,12.578455791128132,860.0,-0.017499999999999856,14.206412478828486,4.313079798118907,19.382859593937553,-5.176447115109067,4.471769019460686,-0.15868922134177854
2022-06-21 15:09:00+05:30,13507,NIFTYWEEKLYOPTIONCall,370.36999999999995,370.0,361.55,365.0,7550.0,1158950,CE,15300,2022-06-23,15640.2,15647.15,15636.65,,8.218210194498067,True,1.0,0.0,2022-06-21 15:08:00+05:301.0,220900.0,0.8030020924211796,0.0,370.0,360.0,,,,375.9,,-0.014499014499014362,0.4455445544554464,0.014605152388862012,0.3830912572559364,0.0,1.0,-0.0,15.023935529953249,0.0,12.575712305182382,861.0,-0.0,14.206412478828486,4.313079798118907,19.382859593937553,-5.176447115109067,4.471769019460686,-0.15868922134177854
2022-06-22 09:22:00+05:30,13535,NIFTYWEEKLYOPTIONCall,258.35,261.05,245.35,247.0,47650.0,1155000,CE,15300,2022-06-23,15523.05,15539.0,15520.25,,10.391260753193098,True,2.0,0.0,2022-06-22 09:21:00+05:302.0,120750.0,0.18940836914968473,0.0,260.0,250.0,,-288.0,,-240.0,,-0.043352041803754626,-0.021188118811880097,0.0,0.022904006017776722,1.0,1.0,-0.043352041803754626,14.329265206998047,0.0,12.575712305182382,862.0,-0.07195664795819637,13.1122100093823,4.2411231501607105,19.382859593937553,-6.270649584555253,4.471769019460686,-0.2306458692999751
2022-06-22 09:25:00+05:30,13538,NIFTYWEEKLYOPTIONCall,239.76,237.95,225.65,225.65,53450.0,1168100,CE,15300,2022-06-23,15498.25,15515.2,15497.2,,10.042634324413884,False,-2.0,-1.0,2022-06-22 09:25:00+05:30-2.0,152900.0,0.23983883762307903,0.0,240.0,230.0,,-244.0,,,,-0.06072739406072736,-0.10811881188118722,-0.034394979025042106,-0.0517728257070092,0.0,-1.0,-0.0,13.870906842119568,-0.0,12.535430452482638,863.0,-0.0,13.1122100093823,4.2411231501607105,19.382859593937553,-6.270649584555253,4.471769019460686,-0.2306458692999751
2022-06-22 09:58:00+05:30,13571,NIFTYWEEKLYOPTIONCall,214.0,214.0,203.45,203.45,36550.0,1307950,CE,15300,2022-06-23,15472.25,15480.35,15472.1,,8.345695206409506,False,-5.0,0.0,2022-06-22 09:35:00+05:30-5.0,1522450.0,2.3881140506164598,22.0,210.0,200.0,,186.0,,213.45,,-0.04999999999999993,-0.19485148514851436,0.04296603588344334,-0.1654352336935658,-1.0,-1.0,0.04999999999999993,14.614452184225545,-0.04296603588344334,12.492464416599194,864.0,0.1308411214953271,14.958667393787461,4.371964271656037,19.382859593937553,-4.424192200150092,4.471769019460686,-0.09980474780464821
2022-06-22 10:04:00+05:30,13577,NIFTYWEEKLYOPTIONCall,186.0,189.55,182.7,187.35,43200.0,1306700,CE,15300,2022-06-23,15444.15,15447.15,15441.3,,8.359081299517344,False,-6.0,0.0,2022-06-22 10:03:00+05:30-6.0,329050.0,0.5161476096787061,0.0,200.0,190.0,,-204.0,,,,0.006720430107526987,-0.25841584158415776,-0.04519949603870345,-0.3056645750022159,0.0,1.0,0.0,16.0028373424707,-0.0,12.587494261869143,865.0,0.0,14.958667393787461,4.371964271656037,19.382859593937553,-4.424192200150092,4.471769019460686,-0.09980474780464821
2022-06-22 10:21:00+05:30,13594,NIFTYWEEKLYOPTIONCall,194.0,197.55,193.0,195.5,66350.0,1385550,CE,15300,2022-06-23,15467.95,15469.4,15460.25,,7.67347632870213,False,-7.0,0.0,2022-06-22 10:09:00+05:30-7.0,885700.0,1.3893084269637743,11.0,190.0,180.0,,166.0,,200.0,,0.009020618556700999,-0.22475247524752373,0.014799698920906396,-0.2635530896520884,-1.0,-1.0,-0.009020618556700999,15.849461232422637,-0.014799698920906396,12.572694562948236,866.0,-0.03195876288659788,14.448648126563327,4.34000550876944,19.382859593937553,-4.934211467374226,4.471769019460686,-0.13176351069124603
2022-06-22 10:23:00+05:30,13596,NIFTYWEEKLYOPTIONCall,200.2,201.15,194.85,195.05,59400.0,1371000,CE,15300,2022-06-23,15467.6,15474.55,15467.4,,7.611814431196895,True,1.0,0.0,2022-06-22 10:22:00+05:301.0,395900.0,0.6210084749180967,0.0,200.0,190.0,,,,205.9,,-0.027722277722277644,-0.2291089108910881,0.022478532010207757,-0.23209438183429634,0.0,1.0,-0.0,15.466421117560412,0.0,12.563714387140651,867.0,0.0,14.448648126563327,4.34000550876944,19.382859593937553,-4.934211467374226,4.471769019460686,-0.13176351069124603
2022-06-22 10:32:00+05:30,13605,NIFTYWEEKLYOPTIONCall,206.1059,221.7,210.1,219.6,120500.0,1382950,CE,15300,2022-06-23,15498.6,15500.8,15488.2,,7.5842220121615735,True,2.0,0.0,2022-06-22 10:31:00+05:302.0,248400.0,0.38964007367935144,0.0,210.0,200.0,,-238.0,,-209.6,,0.06183277625725414,-0.13326732673267205,0.021608669406661212,-0.20302113434858923,1.0,1.0,0.06183277625725414,16.48458565028025,0.021608669406661212,12.585323056547312,868.0,0.06634501972044474,15.473588991174381,4.4063505284898845,19.382859593937553,-3.909270602763172,4.471769019460686,-0.0654184909708011
2022-06-22 10:45:00+05:30,13618,NIFTYWEEKLYOPTIONCall,219.78,222.3,211.9,212.6,36550.0,1337850,CE,15300,2022-06-23,15489.95,15497.25,15489.95,,7.785135977381766,False,-1.0,0.0,2022-06-22 10:44:00+05:30-1.0,431400.0,0.6766937511484389,0.0,230.0,220.0,,,,-214.1,,-0.0333515333515334,-0.15861386138613753,-0.01005033585350145,-0.13878420269663858,0.0,-1.0,-0.0,16.558886151330103,-0.0,12.659610324052764,869.0,-0.0,15.473588991174381,4.4063505284898845,19.382859593937553,-3.909270602763172,4.471769019460686,-0.0654184909708011
2022-06-22 10:47:00+05:30,13620,NIFTYWEEKLYOPTIONCall,212.45,220.65,214.65,220.15,25750.0,1356550,CE,15300,2022-06-23,15496.3,15498.95,15490.75,,7.737604625386621,False,-1.0,0.0,2022-06-22 10:44:00+05:30-1.0,431400.0,0.6766937511484389,2.0,230.0,220.0,,182.0,,230.15,,0.03506707460578973,-0.1291089108910879,0.0,-0.17270458215459605,-1.0,-1.0,-0.03506707460578973,15.943147380666844,-0.0,12.659610324052764,870.0,-0.0671993410214168,14.366574666709797,4.339151187468468,19.382859593937553,-5.0162849272277565,4.471769019460686,-0.132617831992218
2022-06-22 10:52:00+05:30,13625,NIFTYWEEKLYOPTIONCall,226.7265,228.0,223.0,227.0,18050.0,1354500,CE,15300,2022-06-23,15506.5,15507.95,15504.35,,7.702166692627079,False,-1.0,0.0,2022-06-22 10:44:00+05:30-1.0,431400.0,0.6766937511484389,7.0,230.0,220.0,,,,-214.1,,0.0012062992195442934,-0.10099009900989986,0.04384709171571261,-0.10766680345924448,0.0,1.0,0.0,15.395966712004537,0.0,12.638419637073126,871.0,0.0,14.366574666709797,4.339151187468468,19.382859593937553,-5.0162849272277565,4.471769019460686,-0.132617831992218
2022-06-22 11:02:00+05:30,13635,NIFTYWEEKLYOPTIONCall,246.14589999999998,240.35,230.25,230.25,21050.0,1350250,CE,15300,2022-06-23,15516.65,15525.75,15516.65,,7.884748964291828,True,1.0,0.0,2022-06-22 11:00:00+05:301.0,224250.0,0.3517583998494145,1.0,240.0,230.0,,-278.0,,-220.25,,-0.062141599758517185,-0.0857425742574246,0.008756224262028382,-0.02548679916018624,1.0,1.0,-0.062141599758517185,14.37709511093318,0.008756224262028382,12.647175861335153,872.0,-0.10711492655372275,12.72058514990288,4.232036260914745,19.382859593937553,-6.662274444034674,4.471769019460686,-0.23973275854594078
2022-06-22 11:06:00+05:30,13639,NIFTYWEEKLYOPTIONCall,219.78,225.1,212.65,212.65,44900.0,1350650,CE,15300,2022-06-23,15495.35,15507.25,15495.35,,7.900257918518743,False,-1.0,0.0,2022-06-22 11:06:00+05:30-1.0,44900.0,0.0704301099364045,0.0,230.0,220.0,,,,-214.1,,-0.024251524251524326,-0.15069306930692983,-0.019911464619281484,-0.13878420269663863,0.0,-1.0,-0.0,13.639713941870887,-0.0,12.553789922417984,873.0,-0.0,12.72058514990288,4.232036260914745,19.382859593937553,-6.662274444034674,4.471769019460686,-0.23973275854594078
