,Date,Day,Open,dayReturn,return
0,2022-05-02 00:00:00+05:30,Mon,239.65,0.28708533277696635,-0.3681794576189875
1,2022-05-04 00:00:00+05:30,Wed,204.9,-0.8643240605173255,0.8172926660066193
2,2022-05-05 00:00:00+05:30,Thu,226.12589999999997,-0.49342379621264076,0.36846149351968815
3,2022-05-06 00:00:00+05:30,Fri,222.15,-0.1402205716857979,-0.5673550160983751
4,2022-05-09 00:00:00+05:30,Mon,215.4,0.27715877437325914,0.010598251089350419
5,2022-05-10 00:00:00+05:30,Tue,205.75,-0.36816524908869985,0.17084584811955406
6,2022-05-11 00:00:00+05:30,Wed,208.4,-0.29318618042226485,0.2198765593937262
7,2022-05-12 00:00:00+05:30,Thu,199.95,-0.16729182295573888,0.10094133762768949
8,2022-05-13 00:00:00+05:30,Fri,184.6,-0.5706933911159263,0.4150775751066048
9,2022-05-16 00:00:00+05:30,Mon,308.85,-0.21466731423020885,-0.21436203502485593
10,2022-05-17 00:00:00+05:30,Tue,225.05,1.1728504776716284,-0.012764693184687636
11,2022-05-18 00:00:00+05:30,Wed,266.2,-0.33715251690458303,-0.276008298872288
12,2022-05-19 00:00:00+05:30,Thu,213.25,-0.28909730363423214,0.2001274845169745
13,2022-05-20 00:00:00+05:30,Fri,249.55,0.42135844520136234,0.19025722899573186
14,2022-05-23 00:00:00+05:30,Mon,177.3,-0.22870840383530744,0.30065802165884714
15,2022-05-24 00:00:00+05:30,Tue,181.5,-0.23553719008264462,-0.06495870645196732
16,2022-05-25 00:00:00+05:30,Wed,229.77,-0.535840188014101,0.008301487042571734
17,2022-05-26 00:00:00+05:30,Thu,253.0,0.19980237154150202,0.2841028896218781
18,2022-05-27 00:00:00+05:30,Fri,237.6621,0.028981903298843197,0.25598124211979545
19,2022-05-30 00:00:00+05:30,Mon,256.8,0.17348130841121498,0.1297789633689222
20,2022-05-31 00:00:00+05:30,Tue,210.65,0.02800854497982438,0.17572186551745075
21,2022-06-01 00:00:00+05:30,Wed,239.2,-0.29744983277591963,0.6978097827929517
22,2022-06-02 00:00:00+05:30,Thu,235.0,0.3429787234042554,0.02118029373975111
23,2022-06-03 00:00:00+05:30,Fri,198.4,-0.4674899193548387,0.35178622402957005
24,2022-06-06 00:00:00+05:30,Mon,186.1,0.25147770016120374,0.02838399833827132
25,2022-06-07 00:00:00+05:30,Tue,203.05,-0.15045555281950262,-0.133451114088943
26,2022-06-08 00:00:00+05:30,Wed,222.35,-0.2779401843939734,0.2844437488763506
27,2022-06-09 00:00:00+05:30,Thu,238.5,0.40901467505241096,-0.015686816361088957
28,2022-06-10 00:00:00+05:30,Fri,188.6,-0.18160127253446448,-0.04813020929610967
29,2022-06-13 00:00:00+05:30,Mon,203.45,0.0014745637748833198,0.24293528987357588
30,2022-06-14 00:00:00+05:30,Tue,211.4,0.0011825922421948912,0.5098951801146634
31,2022-06-15 00:00:00+05:30,Wed,262.15,-0.07686439061605943,-0.2567356971023942
32,2022-06-16 00:00:00+05:30,Thu,245.05,-0.7280146908794124,0.5962466358205809
33,2022-06-17 00:00:00+05:30,Fri,176.75,0.1371994342291372,-0.33792560636172064
34,2022-06-20 00:00:00+05:30,Mon,198.6,0.22079556898288014,0.25137076907832123
35,2022-06-21 00:00:00+05:30,Tue,229.8,0.515013054830287,-0.02343738778911448
36,2022-06-22 00:00:00+05:30,Wed,204.8,-0.26757812500000006,-0.0278788794299053
37,2022-06-23 00:00:00+05:30,Thu,328.5,0.1141552511415525,0.6760287010655865
38,2022-06-24 00:00:00+05:30,Fri,219.55,0.0015941698929628526,-0.31324270415310146
39,2022-06-27 00:00:00+05:30,Mon,282.0,-0.276418439716312,0.2184218067424893
40,2022-06-28 00:00:00+05:30,Tue,208.8,0.35536398467432945,0.11459417428829878
41,2022-06-29 00:00:00+05:30,Wed,231.7,0.1974536037980147,-0.0470012169080963
42,2022-06-30 00:00:00+05:30,Thu,271.2,-0.2955383480825958,0.021913034503109212
43,2022-07-01 00:00:00+05:30,Fri,204.75,0.2778998778998778,-0.0865098479042321
44,2022-07-04 00:00:00+05:30,Mon,210.0,0.30904761904761896,0.22937450775945903
45,2022-07-05 00:00:00+05:30,Tue,242.05,-0.40983267919851274,0.38424236061920614
46,2022-07-06 00:00:00+05:30,Wed,286.0,0.45926573426573436,0.11675467699117481
47,2022-07-07 00:00:00+05:30,Thu,228.55,0.06366221833296863,-0.3019994010338539
48,2022-07-08 00:00:00+05:30,Fri,149.15,-0.07006369426751603,-0.18894035053330593
49,2022-07-11 00:00:00+05:30,Mon,194.6,0.16392600205549848,-0.29113658422867095
50,2022-07-12 00:00:00+05:30,Tue,252.9,-0.3080268880980625,0.22760983483230932
51,2022-07-13 00:00:00+05:30,Wed,235.15,-0.4420582606846694,0.20863580472385784
52,2022-07-14 00:00:00+05:30,Thu,235.8,-0.306615776081425,0.24217572679689278
53,2022-07-15 00:00:00+05:30,Fri,179.0,0.2603351955307262,0.221645488573365
54,2022-07-18 00:00:00+05:30,Mon,226.8,0.36662257495590816,0.157492323278943
55,2022-07-19 00:00:00+05:30,Tue,268.0,0.25652985074626866,0.07178907473184884
56,2022-07-20 00:00:00+05:30,Wed,231.05,-0.12984202553559834,-0.3926448625650548
57,2022-07-21 00:00:00+05:30,Thu,216.45,0.28251328251328267,0.03461194090469896
58,2022-07-22 00:00:00+05:30,Fri,170.35,0.1805107132374523,0.053123123059123395
59,2022-07-25 00:00:00+05:30,Mon,213.7,-0.20238652316331307,0.06306516899882378
60,2022-07-26 00:00:00+05:30,Tue,183.85,-0.2667935817242316,0.2144953187605309
61,2022-07-27 00:00:00+05:30,Wed,184.75,0.986468200270636,0.39439461382565183
62,2022-07-28 00:00:00+05:30,Thu,186.95,0.5571008290986897,-0.000363660155473719
63,2022-07-29 00:00:00+05:30,Fri,206.6,0.16166505324298164,0.1117950498514537
64,2022-08-01 00:00:00+05:30,Mon,270.6,0.3128233555062822,0.19059544416483526
65,2022-08-02 00:00:00+05:30,Tue,248.6,-0.12892196299275938,0.07690331405086911
66,2022-08-03 00:00:00+05:30,Wed,238.7,0.2970255550900714,-0.5880318554988222
67,2022-08-04 00:00:00+05:30,Thu,267.1,-0.23268438786971182,-0.2040095602785557
68,2022-08-05 00:00:00+05:30,Fri,186.9,-0.2776886035313002,-0.522207054172168
69,2022-08-08 00:00:00+05:30,Mon,284.0,0.27095070422535206,0.39553047514387296
