,Date,Day,Open,dayReturn,return
70,2022-08-10 00:00:00+05:30,Wed,225.1,0.10684140382052426,-0.05913614894962362
71,2022-08-11 00:00:00+05:30,Thu,198.25,-0.16998738965952076,0.07947056236029611
72,2022-08-12 00:00:00+05:30,Fri,133.1,0.23290758827948913,-0.31316367369362536
73,2022-08-16 00:00:00+05:30,Tue,234.95,0.06171525856565227,-0.2712999765731889
74,2022-08-17 00:00:00+05:30,Wed,277.6,0.2536023054755042,0.29047746065617497
75,2022-08-18 00:00:00+05:30,Thu,206.8,0.2364603481624757,-0.00788054326052974
76,2022-08-19 00:00:00+05:30,Fri,209.79,-0.5180895180895181,-0.0031873179171390473
77,2022-08-22 00:00:00+05:30,Mon,190.25,-0.43679369250985545,0.5439146513850275
78,2022-08-23 00:00:00+05:30,Tue,336.85,0.3210627875909157,0.8308429506361408
79,2022-08-24 00:00:00+05:30,Wed,169.8,0.2532391048292108,-0.005612026573787995
80,2022-08-25 00:00:00+05:30,Thu,225.55,-0.4830414542230105,-0.08969441634375264
81,2022-08-26 00:00:00+05:30,Fri,247.0,-0.2074898785425101,-0.04772508252261189
82,2022-08-29 00:00:00+05:30,Mon,309.0,0.14773462783171515,-0.002782623720829526
83,2022-08-30 00:00:00+05:30,Tue,277.35,1.0695871642329184,0.18367886806769304
84,2022-09-01 00:00:00+05:30,Thu,234.0,-0.05149572649572654,-0.074895198817489
85,2022-09-02 00:00:00+05:30,Fri,175.25,-0.0011412268188301777,0.10152331705422964
86,2022-09-05 00:00:00+05:30,Mon,286.01370000000003,0.08386416454876101,-0.19343827985495324
87,2022-09-06 00:00:00+05:30,Tue,249.2,-0.19281701444622787,0.10599314703496027
88,2022-09-07 00:00:00+05:30,Wed,275.0,0.24363636363636362,-0.05836854687458139
89,2022-09-08 00:00:00+05:30,Thu,279.6,0.03433476394849773,0.16755634872043734
90,2022-09-09 00:00:00+05:30,Fri,183.85,-0.14821865651346205,-0.18453387574924432
91,2022-09-12 00:00:00+05:30,Mon,273.5,0.012065813528336421,0.2591076100815586
92,2022-09-13 00:00:00+05:30,Tue,279.6,0.08690987124463502,-0.08824423617437321
93,2022-09-14 00:00:00+05:30,Wed,244.55,0.2625230014312001,0.1670918758985274
94,2022-09-15 00:00:00+05:30,Thu,254.35,-0.4198938470611362,0.13560150284809505
95,2022-09-16 00:00:00+05:30,Fri,201.5,-0.4947890818858561,0.20444832661346773
96,2022-09-19 00:00:00+05:30,Mon,259.3,0.1210952564596991,0.28871256329649453
97,2022-09-20 00:00:00+05:30,Tue,274.5,-0.13169398907103827,0.03792185794267731
98,2022-09-21 00:00:00+05:30,Wed,249.25,-0.17853560682046138,0.1654259732816107
99,2022-09-22 00:00:00+05:30,Thu,252.95,-0.2051788891085194,0.24441654321028036
100,2022-09-23 00:00:00+05:30,Fri,165.35,-0.3598427577865135,0.3605620554500508
101,2022-09-26 00:00:00+05:30,Mon,218.15,-0.24936969974787992,0.6765039807728884
102,2022-09-27 00:00:00+05:30,Tue,283.8159,-0.28122420202673637,-0.0028978645378230083
103,2022-09-28 00:00:00+05:30,Wed,235.9,-0.28317083509961855,0.34657628761131853
104,2022-09-29 00:00:00+05:30,Thu,251.8,-0.4301032565528197,0.10752688625853811
105,2022-09-30 00:00:00+05:30,Fri,159.84,1.1787412412412412,0.33743699076138284
106,2022-10-03 00:00:00+05:30,Mon,187.65,-0.34745536903810287,0.2863450416822849
107,2022-10-04 00:00:00+05:30,Tue,329.67,0.17693451026784354,-0.04056254326592497
108,2022-10-06 00:00:00+05:30,Thu,209.1,-0.2171209947393592,-0.11245317333837229
109,2022-10-07 00:00:00+05:30,Fri,177.65,0.15986490289895866,0.03471515207373767
110,2022-10-10 00:00:00+05:30,Mon,241.5,0.5072463768115942,-0.19915606631957153
111,2022-10-11 00:00:00+05:30,Tue,224.0,-0.5790178571428571,0.4166669422770627
112,2022-10-12 00:00:00+05:30,Wed,264.55,0.2829332829332828,-0.013492433508301468
113,2022-10-13 00:00:00+05:30,Thu,219.6,-0.08128415300546446,0.036422967103305476
114,2022-10-14 00:00:00+05:30,Fri,204.6,-0.3128054740957967,0.13291256113171074
115,2022-10-17 00:00:00+05:30,Mon,197.3,0.7463253928028383,-0.06998049883402116
116,2022-10-18 00:00:00+05:30,Tue,223.45,0.008726784515551655,0.04219654764188446
117,2022-10-19 00:00:00+05:30,Wed,268.45,-0.16558018252933504,0.17484134420617384
118,2022-10-20 00:00:00+05:30,Thu,216.1,0.39171679777880614,-0.40969099379955687
119,2022-10-21 00:00:00+05:30,Fri,192.45,-0.21096388672382435,0.06153258741242293
120,2022-10-25 00:00:00+05:30,Tue,265.0,-0.3362264150943396,-0.1439592161490454
121,2022-10-27 00:00:00+05:30,Thu,270.05,-0.09572301425661922,0.2396115863623937
122,2022-10-28 00:00:00+05:30,Fri,191.05,-0.05286574195236861,-0.015675473641644965
123,2022-10-31 00:00:00+05:30,Mon,300.6,0.10778443113772447,-0.13438875475232048
124,2022-11-01 00:00:00+05:30,Tue,239.9,0.17090454355981646,0.16767940501561457
125,2022-11-02 00:00:00+05:30,Wed,249.4,-0.1439454691259022,-0.3317769143069904
126,2022-11-03 00:00:00+05:30,Thu,268.0,-0.04626865671641793,0.16576915038725315
127,2022-11-04 00:00:00+05:30,Fri,164.25,0.3214611872146119,0.1251070936390869
128,2022-11-07 00:00:00+05:30,Mon,222.3,0.03531264057579844,0.2893519285486771
129,2022-11-09 00:00:00+05:30,Wed,249.7,-0.3926712054465358,0.07659246210203947
130,2022-11-10 00:00:00+05:30,Thu,242.75,-0.055612770339855816,-0.10342341299635747
131,2022-11-11 00:00:00+05:30,Fri,204.3,0.15442976015663232,0.053594124467395254
132,2022-11-14 00:00:00+05:30,Mon,221.75,-0.23314543404735058,-0.09203685767055172
133,2022-11-15 00:00:00+05:30,Tue,257.9,0.34451337727801484,0.05252390396040019
134,2022-11-16 00:00:00+05:30,Wed,188.4,0.1212845010615711,0.0889041469665296
135,2022-11-17 00:00:00+05:30,Thu,204.7,-0.23937469467513436,0.2078398339937209
136,2022-11-18 00:00:00+05:30,Fri,203.89589999999998,-0.06520925629205879,-0.0051526514073252025
137,2022-11-21 00:00:00+05:30,Mon,221.0,-0.03031674208144791,-0.1066385094014617
138,2022-11-22 00:00:00+05:30,Tue,225.35,0.30685600177501665,0.14891647974388925
139,2022-11-23 00:00:00+05:30,Wed,233.5,-0.26124197002141325,0.14452962655947102
140,2022-11-24 00:00:00+05:30,Thu,301.1,0.4938558618399202,0.199919353119773
141,2022-11-25 00:00:00+05:30,Fri,150.95,0.13547532295462086,-0.4603622027494141
142,2022-11-28 00:00:00+05:30,Mon,262.75,0.1027592768791627,0.2872944305826241
143,2022-11-29 00:00:00+05:30,Tue,243.7,-0.06770619614279852,0.10427689922174774
144,2022-11-30 00:00:00+05:30,Wed,255.5,0.5003913894324854,-0.006857281411518118
145,2022-12-01 00:00:00+05:30,Thu,241.65,-0.18497827436374928,0.1864216965742951
146,2022-12-02 00:00:00+05:30,Fri,208.75,-0.15808383233532936,-0.12260418220755857
147,2022-12-05 00:00:00+05:30,Mon,223.0,0.09798206278026904,0.36643179369341117
148,2022-12-06 00:00:00+05:30,Tue,235.0,0.23319148936170217,-0.2274023581179066
149,2022-12-07 00:00:00+05:30,Wed,250.15,-0.22426544073555862,0.023926114522549724
150,2022-12-08 00:00:00+05:30,Thu,260.0,0.09230769230769231,0.06793725640927481
151,2022-12-09 00:00:00+05:30,Fri,208.25,-0.5190876350540216,0.28258200262977357
152,2022-12-12 00:00:00+05:30,Mon,285.5,0.20647985989492115,0.16445358889329365
153,2022-12-13 00:00:00+05:30,Tue,243.0,0.3823045267489711,-0.06722223589341414
154,2022-12-14 00:00:00+05:30,Wed,318.95,-0.15503997491769866,0.03298914646003167
155,2022-12-15 00:00:00+05:30,Thu,176.5,-0.5920679886685553,0.446978595241531
156,2022-12-16 00:00:00+05:30,Fri,266.25,-0.43079812206572765,0.2513672255103877
157,2022-12-19 00:00:00+05:30,Mon,258.0,0.3998062015503875,0.339508665233175
158,2022-12-20 00:00:00+05:30,Tue,171.8,0.7799767171129219,0.3840177198373236
159,2022-12-21 00:00:00+05:30,Wed,252.7,-0.6677878907795806,0.6993771450760897
160,2022-12-22 00:00:00+05:30,Thu,257.25,-0.369290573372206,0.17776253289273028
161,2022-12-23 00:00:00+05:30,Fri,192.6,-0.6253894080996885,0.41603042148966085
162,2022-12-26 00:00:00+05:30,Mon,308.25,0.1122465531224656,0.2123292510478627
163,2022-12-27 00:00:00+05:30,Tue,165.45,0.5720761559383502,0.104451346553151
164,2022-12-28 00:00:00+05:30,Wed,240.0,-0.07666666666666669,-0.15556537644748222
165,2022-12-29 00:00:00+05:30,Thu,235.0,0.4717021276595746,-0.09504682454292483
166,2022-12-30 00:00:00+05:30,Fri,203.40319999999997,-0.35595900162829286,-0.42363498282278444
167,2023-01-02 00:00:00+05:30,Mon,264.3,0.2548240635641315,-0.040239394827048906
168,2023-01-03 00:00:00+05:30,Tue,220.45,0.20163302336130637,0.2117501848391323
169,2023-01-04 00:00:00+05:30,Wed,199.15,-0.5731860406728597,0.280521143206174
170,2023-01-05 00:00:00+05:30,Thu,284.5,-0.3112478031634447,0.2171861275136914
171,2023-01-06 00:00:00+05:30,Fri,218.9,-0.5381452718136136,0.2529220618605887
172,2023-01-09 00:00:00+05:30,Mon,268.45,0.14453343266902594,0.3670306108930754
173,2023-01-10 00:00:00+05:30,Tue,245.25,-0.3257900101936799,-0.2247903286444959
174,2023-01-11 00:00:00+05:30,Wed,218.65,-0.04825062885890698,-0.4214098293735181
175,2023-01-12 00:00:00+05:30,Thu,249.65,-0.2453434808732225,-0.1607895066594652
176,2023-01-13 00:00:00+05:30,Fri,157.05,0.4326647564469913,0.12638493195052025
177,2023-01-16 00:00:00+05:30,Mon,217.7,-0.24253559944878267,-0.008299313746232986
178,2023-01-17 00:00:00+05:30,Tue,295.55,0.2393841989511081,-0.1109630481911912
179,2023-01-18 00:00:00+05:30,Wed,281.5,0.31669626998223793,0.080851967777742
180,2023-01-19 00:00:00+05:30,Thu,211.76155,-0.20405758269147534,-0.19501719891467956
181,2023-01-20 00:00:00+05:30,Fri,171.75,-0.2771470160116448,0.22353176279584713
182,2023-01-23 00:00:00+05:30,Mon,265.7,-0.05043281896876168,0.13227596345235054
183,2023-01-24 00:00:00+05:30,Tue,224.0,-0.4212053571428571,-0.01655194750735378
184,2023-01-25 00:00:00+05:30,Wed,248.3,-0.3240032219089811,0.31514352561086406
185,2023-01-27 00:00:00+05:30,Fri,203.0,-0.47093596059113296,0.3974390805436403
186,2023-01-30 00:00:00+05:30,Mon,413.95,-0.16523734750573735,-0.12361782062501751
187,2023-01-31 00:00:00+05:30,Tue,230.4,0.2875434027777776,-0.15190170338759693
188,2023-02-01 00:00:00+05:30,Wed,235.35,-0.620990014871468,0.9390517060790771
189,2023-02-02 00:00:00+05:30,Thu,318.0,-0.06116352201257858,-0.03517830358012687
190,2023-02-03 00:00:00+05:30,Fri,168.0,0.5985119047619049,-0.1442161150155552
191,2023-02-06 00:00:00+05:30,Mon,204.0,-0.01715686274509804,-0.2143771147416022
192,2023-02-07 00:00:00+05:30,Tue,216.1,-0.21494678389634425,0.18552193485497565
193,2023-02-08 00:00:00+05:30,Wed,237.25,0.1473129610115911,-0.08845572007981113
194,2023-02-09 00:00:00+05:30,Thu,198.85,0.3449836560221272,0.04426236538272309
195,2023-02-10 00:00:00+05:30,Fri,174.65,0.11594617807042656,-0.3914933612341557
196,2023-02-13 00:00:00+05:30,Mon,161.85,-0.16249613839975277,0.30164925665555714
197,2023-02-14 00:00:00+05:30,Tue,264.0,0.2534090909090908,-0.06389379486483314
198,2023-02-15 00:00:00+05:30,Wed,173.5,0.8766570605187322,0.1486248427222766
199,2023-02-16 00:00:00+05:30,Thu,282.55,-0.29605379578835606,-0.2715174294916452
200,2023-02-17 00:00:00+05:30,Fri,167.0,-0.2754491017964072,0.1550686636248922
201,2023-02-20 00:00:00+05:30,Mon,264.0,-0.2600378787878788,0.2843674134403605
202,2023-02-21 00:00:00+05:30,Tue,183.9159,-0.06315875897624938,0.011656905902877629
203,2023-02-22 00:00:00+05:30,Wed,257.3,-0.6226195102992615,0.2536023003968657
204,2023-02-23 00:00:00+05:30,Thu,220.0,-0.03636363636363636,-0.22193638117263167
205,2023-02-24 00:00:00+05:30,Fri,149.4,-0.3748326639892905,0.26416447050002606
206,2023-02-27 00:00:00+05:30,Mon,272.0,-0.09852941176470592,0.46742729698873575
207,2023-02-28 00:00:00+05:30,Tue,261.5,-0.41759082217973226,-0.1469610544969711
208,2023-03-01 00:00:00+05:30,Wed,314.25,0.15210819411296742,-0.1251867032132889
209,2023-03-02 00:00:00+05:30,Thu,170.65,-0.2891883973044243,0.27457781132941916
210,2023-03-03 00:00:00+05:30,Fri,216.0,0.42592592592592593,0.35256065196973285
211,2023-03-06 00:00:00+05:30,Mon,269.65,-0.1581679955497867,-0.0060516248648951575
212,2023-03-08 00:00:00+05:30,Wed,287.25,0.23968668407310714,0.10910179810618384
213,2023-03-09 00:00:00+05:30,Thu,183.95,-0.4063604240282685,0.19296038647926586
214,2023-03-10 00:00:00+05:30,Fri,145.3,0.1958017894012387,-0.3613533090955812
215,2023-03-13 00:00:00+05:30,Mon,214.0,-0.6747663551401869,0.4060543321748155
216,2023-03-14 00:00:00+05:30,Tue,253.35,-0.4324057627787645,0.3054725258092692
217,2023-03-15 00:00:00+05:30,Wed,189.81,-0.7281492018334124,0.7155099841878703
218,2023-03-16 00:00:00+05:30,Thu,177.65,0.3025612158739094,0.07334496247244332
219,2023-03-17 00:00:00+05:30,Fri,183.15,0.13213213213213207,-0.29215806556846424
220,2023-03-20 00:00:00+05:30,Mon,221.67144999999996,0.11877285054074414,0.3224731755252332
221,2023-03-21 00:00:00+05:30,Tue,192.5,0.2812987012987013,-0.6649073748409009
222,2023-03-22 00:00:00+05:30,Wed,177.3,0.007896221094190508,-0.5028377260176364
223,2023-03-23 00:00:00+05:30,Thu,261.3,-0.08323765786452353,0.2914059483715477
224,2023-03-24 00:00:00+05:30,Fri,139.45,-0.4080315525277877,-0.16622343585199412
225,2023-03-27 00:00:00+05:30,Mon,260.7,-0.08285385500575372,0.30898830502109553
226,2023-03-28 00:00:00+05:30,Tue,262.15,-0.26721342742704557,0.017346508794114923
227,2023-03-29 00:00:00+05:30,Wed,213.55,0.2882228986185905,0.26720332271322206
228,2023-03-31 00:00:00+05:30,Fri,221.3,0.3111161319475823,-0.02418349502272389
