date,i,Open,High,Low,Adj Close,Volume,symbol,signal,ma_superTrend,ma_superTrend_pct_change,ma20,MA-FAST,ma20_pct_change,ma20_pct_change_ma,ma20_pct_change_ma_sq,std,upper_band,lower_band,super_upper_band,super_lower_band,ADX,ADX-PCT-CHNG,OBV,OBV-OSC,OBV-TREND,OBV-OSC-PCT-CHNG,bnh_returns,cum_bnh_returns,bnh_ln_returns,cum_bnh_ln_returns,position,position_change,strategy_returns,cum_strategy_returns,strategy_ln_returns,cum_strategy_ln_returns,trade_num
2023-03-27 09:25:00+05:30,11,8275.5,8295.0,8274.9,8294.95,2515,MARUTI,,,,8262.2,8270.457142857142,5.310121381989497,,,17.71385208122456,8297.627704162449,8226.772295837553,8306.484630203062,8217.91536979694,,,4271.0530911805545,0.36129523752858184,1,,0.0023503111594467274,0.005314442922762064,0.0023475534982363316,0.005300371104870298,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:26:00+05:30,12,8297.5,8297.5,8282.05,8288.35,2844,MARUTI,,,,8266.789999999999,8275.614285714286,5.5554210742880805,,,17.97252223688929,8302.735044473779,8230.84495552622,8311.721305592222,8221.858694407776,,,4570.08844932695,0.3828600989260594,1,,-0.0007956648322172688,0.00451454957520836,-0.0007959815414873118,0.004504389563382986,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:27:00+05:30,13,8292.0,8299.0,8288.35,8291.75,1114,MARUTI,,,,8271.965,8279.871428571429,6.259987250192278,,,16.81466043532977,8305.59432087066,8238.33567912934,8314.001651088325,8229.928348911675,,,4708.978908697433,0.3015482175507823,1,-0.16981636231294361,0.000410214336991066,0.004926615845160187,0.0004101302220925682,0.004914519785475554,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:28:00+05:30,14,8295.15,8304.8,8290.3,8292.2,3386,MARUTI,,,,8276.55,8284.5,5.54281842343185,,,15.230451952142403,8307.010903904284,8246.089096095715,8314.626129880355,8238.473870119644,,,4501.641267313348,0.22218577305567827,1,-0.3850298869823844,5.427081134867784e-05,0.004981154027948076,5.42693387414751e-05,0.004968789124217029,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:29:00+05:30,15,8292.6,8295.75,8289.0,8294.65,735,MARUTI,,,,8280.789999999999,8286.764285714286,5.122907491648121,,,13.519714000912595,8307.829428001824,8253.750571998175,8314.589285002281,8246.990714997717,,,4390.375901844452,0.12564427838871103,0,-0.6718271798467661,0.00029545838257627466,0.0052780841342368046,0.00029541474334386376,0.005264203867560893,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:30:00+05:30,16,8294.65,8300.0,8294.65,8300.0,1308,MARUTI,,,,8284.595,8291.057142857144,4.5949722188343145,,,12.971516873510542,8310.53803374702,8258.651966252979,8317.023792183776,8252.166207816223,,,4408.533222342335,0.02036888469373666,0,-0.9324523127373272,0.000644994062437787,0.005926482529602151,0.0006447861431671566,0.00590899001072805,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:31:00+05:30,17,8299.5,8300.0,8295.0,8295.05,2085,MARUTI,,,,8288.119999999999,8293.85,4.2548851211199334,,,9.914080895359099,8307.948161790717,8268.291838209281,8312.905202238397,8263.334797761601,,,4248.322870831254,-0.047672386630762315,0,-1.0,-0.0005963855421687869,0.005326562518936706,-0.0005965634507645003,0.00531242655996355,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:32:00+05:30,18,8295.1,8295.4,8280.5,8286.9,1718,MARUTI,,,,8288.93,8292.7,0.9773024521853024,,,9.38477490405149,8307.699549808103,8270.160450191897,8312.391937260129,8265.468062739872,,,3966.89023057194,-0.1099469326187825,0,-1.0,-0.000982513667789786,0.004338815430669829,-0.000982996650727624,0.004329429909235925,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:33:00+05:30,19,8286.9,8286.9,8281.0,8285.0,536,MARUTI,,,,8290.435000000001,8292.221428571427,1.815674640757159,,,6.873623094420373,8304.182246188842,8276.68775381116,8307.619057736052,8273.25094226395,,,3674.611982349588,-0.12253162694431177,0,-1.0,-0.0002292775344217013,0.0041085431033438535,-0.00022930382253385568,0.00410012608670207,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:34:00+05:30,20,8285.2,8286.9,8284.5,8285.55,439,MARUTI,,,,8291.44,8291.335714285715,1.212240370980222,3.605763994504941,,4.898174263009235,8301.23634852602,8281.643651473982,8303.685435657524,8279.194564342477,,,3447.0583736698413,-0.13976074796116383,0,1.0,6.63850331923399e-05,0.004175200882306385,6.638282980353809e-05,0.004166508916505608,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-27 09:35:00+05:30,21,8285.55,8285.55,8275.0,8284.3,1131,MARUTI,,,,8290.375,8290.207142857142,-1.2844572233539076,2.9212968818713176,,5.198784580151417,8300.772569160303,8279.977430839697,8303.371961450379,8277.378038549621,,,3158.7655692255466,-0.18516401610311126,0,0.6841217093807239,-0.00015086506025552282,0.004023705930118249,-0.00015087644153343163,0.004015632474972176,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:36:00+05:30,22,8282.7,8283.7,8276.55,8280.05,783,MARUTI,,,,8289.545,8288.121428571429,-1.0011609848770142,2.3979578638120573,,6.136070494284749,8301.817140988569,8277.272859011431,8304.885176235712,8274.204823764288,,,2842.1663924468926,-0.20833438932246479,-1,0.7002499233699777,-0.0005130186014509208,0.003508623092678409,-0.0005131502405177567,0.0035024822344544193,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:37:00+05:30,23,8279.55,8281.45,8276.0,8277.0,609,MARUTI,,,,8288.07,8284.835714285715,-1.7793497713092243,1.8633440436354625,,7.22358021419089,8302.517160428382,8273.622839571617,8306.128950535476,8270.011049464523,,,2512.5635157511015,-0.2154712314490557,-1,0.5417149277773612,-0.00036835526355505355,0.003138975409339384,-0.00036842312301992025,0.003134059111434499,0.0,0.0,-0.0,0.0,-0.0,0.0,
2023-03-27 09:38:00+05:30,24,8277.85,8279.95,8275.0,8278.0,448,MARUTI,,,,8286.649999999998,8282.4,-1.7133059928331473,1.4219651943006144,,7.701406797879273,8302.052813595756,8271.24718640424,8305.903516994696,8267.3964830053,,,2244.037189634889,-0.21195217630598742,-1,0.14467260306105478,0.00012081672103425589,0.003260171371090026,0.0001208094232820029,0.0032548685347165017,0.0,0.0,0.0,0.0,0.0,0.0,
