,date,i,symbol,open,high,low,close,Volume,Open Interest,option_type,strike,expiry,nifty,niftyHigh,niftyLow,signal,ATR,niftyATR
28,2019-12-31 09:45:00+05:30,73170,NIFTYWEEKLYOPTIONCall,222.3,222.3,215.05,215.05,1425.0,242025.0,CE,12000,2020-01-02,,,,,3.0785742508189884,
29,2019-12-31 09:46:00+05:30,73171,NIFTYWEEKLYOPTIONCall,215.05,220.1,214.1,220.1,5775.0,242025.0,CE,12000,2020-01-02,,,,,3.190653197037758,
30,2019-12-31 09:47:00+05:30,73172,NIFTYWEEKLYOPTIONCall,219.2,219.2,217.45,217.7,825.0,243675.0,CE,12000,2020-01-02,,,,,3.136912937514426,
31,2019-12-31 09:48:00+05:30,73173,NIFTYWEEKLYOPTIONCall,217.7,223.0,217.7,222.95,675.0,243675.0,CE,12000,2020-01-02,,,,,3.2154498865589405,
32,2019-12-31 09:49:00+05:30,73174,NIFTYWEEKLYOPTIONCall,222.95,223.0,222.75,223.0,600.0,243675.0,CE,12000,2020-01-02,,,,,3.1105509495084567,
33,2019-12-31 09:50:00+05:30,73175,NIFTYWEEKLYOPTIONCall,223.0,224.1,222.0,224.1,1800.0,243375.0,CE,12000,2020-01-02,,,,,3.0756919751383127,
34,2019-12-31 09:51:00+05:30,73176,NIFTYWEEKLYOPTIONCall,224.1,224.1,222.1,222.75,150.0,243375.0,CE,12000,2020-01-02,,,,,3.039476640825377,
35,2019-12-31 09:52:00+05:30,73177,NIFTYWEEKLYOPTIONCall,222.75,222.75,221.0,222.75,450.0,243375.0,CE,12000,2020-01-02,,,,,2.997071614444378,
36,2019-12-31 09:53:00+05:30,73178,NIFTYWEEKLYOPTIONCall,222.75,222.75,222.75,222.75,0.0,243375.0,CE,12000,2020-01-02,,,,,2.9007260023210923,
37,2019-12-31 09:54:00+05:30,73179,NIFTYWEEKLYOPTIONCall,222.75,222.75,219.1,219.1,1425.0,242025.0,CE,12000,2020-01-02,,,,,2.9242884408348386,
38,2019-12-31 09:55:00+05:30,73180,NIFTYWEEKLYOPTIONCall,219.1,219.1,218.85,218.85,525.0,242025.0,CE,12000,2020-01-02,,,,,2.8419637937932967,
39,2019-12-31 09:56:00+05:30,73181,NIFTYWEEKLYOPTIONCall,218.85,218.85,218.85,218.85,0.0,242025.0,CE,12000,2020-01-02,,,,,2.7562670544170307,
40,2019-12-31 09:57:00+05:30,73182,NIFTYWEEKLYOPTIONCall,218.85,223.0,218.85,223.0,225.0,241500.0,CE,12000,2020-01-02,,,,,2.797459484602103,
41,2019-12-31 09:58:00+05:30,73183,NIFTYWEEKLYOPTIONCall,223.0,223.0,223.0,223.0,1200.0,241500.0,CE,12000,2020-01-02,,,,,2.716372972007103,
42,2019-12-31 09:59:00+05:30,73184,NIFTYWEEKLYOPTIONCall,223.0,225.1,223.0,224.25,4650.0,240975.0,CE,12000,2020-01-02,,,,,2.6988415118515445,
43,2019-12-31 10:00:00+05:30,73185,NIFTYWEEKLYOPTIONCall,224.25,224.55,224.0,224.0,1575.0,240975.0,CE,12000,2020-01-02,,,,,2.6388347810999946,
44,2019-12-31 10:01:00+05:30,73186,NIFTYWEEKLYOPTIONCall,224.0,225.0,224.0,225.0,1650.0,240975.0,CE,12000,2020-01-02,,,,,2.5938803333381824,
45,2019-12-31 10:02:00+05:30,73187,NIFTYWEEKLYOPTIONCall,224.8,229.0,224.55,229.0,6225.0,240150.0,CE,12000,2020-01-02,,,,,2.643917919620245,
46,2019-12-31 10:03:00+05:30,73188,NIFTYWEEKLYOPTIONCall,228.6,229.0,228.0,228.0,1650.0,240150.0,CE,12000,2020-01-02,,,,,2.600344149303096,
47,2019-12-31 10:04:00+05:30,73189,NIFTYWEEKLYOPTIONCall,227.6,227.6,226.25,226.4,525.0,240150.0,CE,12000,2020-01-02,,,,,2.5677437957773317,
48,2019-12-31 10:05:00+05:30,73190,NIFTYWEEKLYOPTIONCall,226.4,226.4,225.7,225.7,375.0,240150.0,CE,12000,2020-01-02,,,,,2.5198209308682697,
49,2019-12-31 10:06:00+05:30,73191,NIFTYWEEKLYOPTIONCall,225.7,225.7,224.9,224.9,75.0,240750.0,CE,12000,2020-01-02,,,,,2.476378031210966,
50,2019-12-31 10:07:00+05:30,73192,NIFTYWEEKLYOPTIONCall,224.9,224.9,224.85,224.85,225.0,240750.0,CE,12000,2020-01-02,,,,,2.416014538907677,
51,2019-12-31 10:08:00+05:30,73193,NIFTYWEEKLYOPTIONCall,224.85,224.85,224.2,224.2,75.0,240750.0,CE,12000,2020-01-02,,,,,2.372727891410486,
52,2019-12-31 10:09:00+05:30,73194,NIFTYWEEKLYOPTIONCall,224.2,224.2,224.2,224.2,0.0,240750.0,CE,12000,2020-01-02,,,,,2.315407585128142,
53,2019-12-31 10:10:00+05:30,73195,NIFTYWEEKLYOPTIONCall,224.2,224.2,224.2,224.2,0.0,240750.0,CE,12000,2020-01-02,,,,,2.2602582843666927,
54,2019-12-31 10:11:00+05:30,73196,NIFTYWEEKLYOPTIONCall,224.2,224.2,219.05,220.7,675.0,240825.0,CE,12000,2020-01-02,,,,,2.328142531573989,
55,2019-12-31 10:12:00+05:30,73197,NIFTYWEEKLYOPTIONCall,220.7,220.7,220.0,220.0,75.0,240825.0,CE,12000,2020-01-02,,,,,2.290407920115889,
56,2019-12-31 10:13:00+05:30,73198,NIFTYWEEKLYOPTIONCall,220.0,220.05,220.0,220.05,75.0,240825.0,CE,12000,2020-01-02,,,,,2.2391634480660745,
57,2019-12-31 10:14:00+05:30,73199,NIFTYWEEKLYOPTIONCall,220.05,220.2,219.35,220.2,3300.0,241050.0,CE,12000,2020-01-02,,,,,2.207796237556211,
58,2019-12-31 10:15:00+05:30,73200,NIFTYWEEKLYOPTIONCall,220.2,220.2,218.2,218.2,150.0,241050.0,CE,12000,2020-01-02,,,,,2.2031629585490067,
59,2019-12-31 10:16:00+05:30,73201,NIFTYWEEKLYOPTIONCall,218.2,218.2,217.5,217.5,150.0,241050.0,CE,12000,2020-01-02,,,,,2.1700569884566048,
60,2019-12-31 10:17:00+05:30,73202,NIFTYWEEKLYOPTIONCall,217.5,217.5,217.5,217.5,0.0,241050.0,CE,12000,2020-01-02,,,,,2.122835681202454,
61,2019-12-31 10:18:00+05:30,73203,NIFTYWEEKLYOPTIONCall,217.5,218.05,215.7,218.05,2925.0,241800.0,CE,12000,2020-01-02,,,,,2.127720931375168,
62,2019-12-31 10:19:00+05:30,73204,NIFTYWEEKLYOPTIONCall,218.05,220.3,218.05,220.3,150.0,241800.0,CE,12000,2020-01-02,,,,,2.1303204211765356,
63,2019-12-31 10:20:00+05:30,73205,NIFTYWEEKLYOPTIONCall,220.3,224.5,220.3,224.5,3075.0,241125.0,CE,12000,2020-01-02,,,,,2.173824936602151,
64,2019-12-31 10:21:00+05:30,73206,NIFTYWEEKLYOPTIONCall,224.5,225.0,223.9,224.4,6900.0,241125.0,CE,12000,2020-01-02,,,,,2.1515014276149422,
65,2019-12-31 10:22:00+05:30,73207,NIFTYWEEKLYOPTIONCall,224.4,224.4,224.4,224.4,0.0,241125.0,CE,12000,2020-01-02,,,,,2.1072560745793223,
66,2019-12-31 10:23:00+05:30,73208,NIFTYWEEKLYOPTIONCall,224.4,224.4,221.8,221.8,150.0,242925.0,CE,12000,2020-01-02,,,,,2.117282371440745,
67,2019-12-31 10:24:00+05:30,73209,NIFTYWEEKLYOPTIONCall,221.8,221.8,220.0,220.35,525.0,242925.0,CE,12000,2020-01-02,,,,,2.110893094257757,
68,2019-12-31 10:25:00+05:30,73210,NIFTYWEEKLYOPTIONCall,220.35,220.35,218.2,218.2,300.0,242925.0,CE,12000,2020-01-02,,,,,2.111672630258265,
69,2019-12-31 10:26:00+05:30,73211,NIFTYWEEKLYOPTIONCall,218.2,220.65,218.2,220.65,675.0,243000.0,CE,12000,2020-01-02,,,,,2.1183496785655542,
70,2019-12-31 10:27:00+05:30,73212,NIFTYWEEKLYOPTIONCall,220.65,220.65,220.65,220.65,0.0,243000.0,CE,12000,2020-01-02,,,,,2.0769502026265814,
71,2019-12-31 10:28:00+05:30,73213,NIFTYWEEKLYOPTIONCall,220.65,220.65,220.65,220.65,0.0,243000.0,CE,12000,2020-01-02,,,,,2.0367474538346313,
72,2019-12-31 10:29:00+05:30,73214,NIFTYWEEKLYOPTIONCall,220.65,221.7,220.65,221.7,75.0,243000.0,CE,12000,2020-01-02,,,,,2.017826264063031,
73,2019-12-31 10:30:00+05:30,73215,NIFTYWEEKLYOPTIONCall,221.7,221.7,221.7,221.7,0.0,243000.0,CE,12000,2020-01-02,,,,,1.9794893656691515,
74,2019-12-31 10:31:00+05:30,73216,NIFTYWEEKLYOPTIONCall,221.7,221.7,221.7,221.7,0.0,243000.0,CE,12000,2020-01-02,,,,,1.9422199159686588,
75,2019-12-31 10:32:00+05:30,73217,NIFTYWEEKLYOPTIONCall,221.7,221.7,218.95,218.95,150.0,242925.0,CE,12000,2020-01-02,,,,,1.9572940815618505,
76,2019-12-31 10:33:00+05:30,73218,NIFTYWEEKLYOPTIONCall,218.95,218.95,218.95,218.95,0.0,242925.0,CE,12000,2020-01-02,,,,,1.9210857703526143,
77,2019-12-31 10:34:00+05:30,73219,NIFTYWEEKLYOPTIONCall,218.95,218.95,218.95,218.95,0.0,242925.0,CE,12000,2020-01-02,,,,,1.8858502440685279,
78,2019-12-31 10:35:00+05:30,73220,NIFTYWEEKLYOPTIONCall,218.95,220.6,218.95,220.6,75.0,242925.0,CE,12000,2020-01-02,,,,,1.881560611742475,
79,2019-12-31 10:36:00+05:30,73221,NIFTYWEEKLYOPTIONCall,220.6,223.0,220.6,222.0,225.0,243150.0,CE,12000,2020-01-02,,,,,1.8909124627397034,
80,2019-12-31 10:37:00+05:30,73222,NIFTYWEEKLYOPTIONCall,222.0,222.0,222.0,222.0,0.0,243150.0,CE,12000,2020-01-02,,,,,1.8570786256121175,
81,2019-12-31 10:38:00+05:30,73223,NIFTYWEEKLYOPTIONCall,222.0,222.0,220.75,220.75,75.0,243150.0,CE,12000,2020-01-02,,,,,1.846302373532621,
82,2019-12-31 10:39:00+05:30,73224,NIFTYWEEKLYOPTIONCall,220.75,222.1,220.75,222.1,300.0,243150.0,CE,12000,2020-01-02,,,,,1.837561129437619,
83,2019-12-31 10:40:00+05:30,73225,NIFTYWEEKLYOPTIONCall,222.1,222.1,218.0,218.0,150.0,243150.0,CE,12000,2020-01-02,,,,,1.877103930280937,
84,2019-12-31 10:41:00+05:30,73226,NIFTYWEEKLYOPTIONCall,218.0,218.0,218.0,218.0,0.0,243150.0,CE,12000,2020-01-02,,,,,1.8445427106765733,
85,2019-12-31 10:42:00+05:30,73227,NIFTYWEEKLYOPTIONCall,218.0,221.8,218.0,219.85,225.0,243225.0,CE,12000,2020-01-02,,,,,1.8782123996842741,
86,2019-12-31 10:43:00+05:30,73228,NIFTYWEEKLYOPTIONCall,219.85,219.85,219.85,219.85,0.0,243225.0,CE,12000,2020-01-02,,,,,1.8461076588653431,
87,2019-12-31 10:44:00+05:30,73229,NIFTYWEEKLYOPTIONCall,219.85,222.2,219.85,222.1,150.0,243225.0,CE,12000,2020-01-02,,,,,1.8546593074434348,
88,2019-12-31 10:45:00+05:30,73230,NIFTYWEEKLYOPTIONCall,222.1,223.8,221.35,223.8,450.0,243225.0,CE,12000,2020-01-02,,,,,1.864692009499928,
89,2019-12-31 10:46:00+05:30,73231,NIFTYWEEKLYOPTIONCall,223.8,223.8,221.85,221.85,525.0,243225.0,CE,12000,2020-01-02,,,,,1.8661196987907374,
90,2019-12-31 10:47:00+05:30,73232,NIFTYWEEKLYOPTIONCall,221.85,221.85,221.2,221.2,750.0,242700.0,CE,12000,2020-01-02,,,,,1.8459052393484057,
91,2019-12-31 10:48:00+05:30,73233,NIFTYWEEKLYOPTIONCall,221.2,221.2,217.7,218.55,375.0,242700.0,CE,12000,2020-01-02,,,,,1.8732162027954742,
92,2019-12-31 10:49:00+05:30,73234,NIFTYWEEKLYOPTIONCall,218.55,218.55,217.15,217.15,225.0,242700.0,CE,12000,2020-01-02,,,,,1.8654541794772037,
93,2019-12-31 10:50:00+05:30,73235,NIFTYWEEKLYOPTIONCall,217.15,217.15,214.1,216.0,1050.0,242550.0,CE,12000,2020-01-02,,,,,1.8847584184211483,
94,2019-12-31 10:51:00+05:30,73236,NIFTYWEEKLYOPTIONCall,216.0,216.0,215.25,215.25,75.0,242550.0,CE,12000,2020-01-02,,,,,1.866383076130432,
95,2019-12-31 10:52:00+05:30,73237,NIFTYWEEKLYOPTIONCall,215.25,218.8,215.25,218.8,225.0,242550.0,CE,12000,2020-01-02,,,,,1.8934757086901768,
96,2019-12-31 10:53:00+05:30,73238,NIFTYWEEKLYOPTIONCall,218.8,218.8,218.8,218.8,0.0,242550.0,CE,12000,2020-01-02,,,,,1.8631935198663256,
97,2019-12-31 10:54:00+05:30,73239,NIFTYWEEKLYOPTIONCall,218.8,218.8,218.8,218.8,0.0,242550.0,CE,12000,2020-01-02,,,,,1.8335760586348988,
98,2019-12-31 10:55:00+05:30,73240,NIFTYWEEKLYOPTIONCall,218.8,218.8,218.8,218.8,0.0,242550.0,CE,12000,2020-01-02,,,,,1.8046030940859197,
99,2019-12-31 10:56:00+05:30,73241,NIFTYWEEKLYOPTIONCall,218.8,218.8,218.35,218.35,75.0,242475.0,CE,12000,2020-01-02,,,,,1.7833240993060917,
100,2019-12-31 10:57:00+05:30,73242,NIFTYWEEKLYOPTIONCall,218.35,218.35,218.35,218.35,0.0,242475.0,CE,12000,2020-01-02,,,,,1.7554722278748722,
101,2019-12-31 10:58:00+05:30,73243,NIFTYWEEKLYOPTIONCall,218.35,218.35,216.15,216.15,150.0,242475.0,CE,12000,2020-01-02,,,,,1.7623753765508232,
102,2019-12-31 10:59:00+05:30,73244,NIFTYWEEKLYOPTIONCall,216.15,217.15,216.15,217.15,75.0,242475.0,CE,12000,2020-01-02,,,,,1.750602576908226,
103,2019-12-31 11:00:00+05:30,73245,NIFTYWEEKLYOPTIONCall,217.15,217.15,207.0,209.4,3675.0,242475.0,CE,12000,2020-01-02,,,,,1.8795934916184809,
104,2019-12-31 11:01:00+05:30,73246,NIFTYWEEKLYOPTIONCall,209.4,209.4,208.0,209.1,750.0,242475.0,CE,12000,2020-01-02,,,,,1.8722682639374684,
105,2019-12-31 11:02:00+05:30,73247,NIFTYWEEKLYOPTIONCall,209.1,212.2,205.5,212.2,8400.0,243525.0,CE,12000,2020-01-02,,,,,1.9456121352448141,
106,2019-12-31 11:03:00+05:30,73248,NIFTYWEEKLYOPTIONCall,212.2,213.55,210.9,211.55,6150.0,243525.0,CE,12000,2020-01-02,,,,,1.9562570130320849,
107,2019-12-31 11:04:00+05:30,73249,NIFTYWEEKLYOPTIONCall,211.55,214.45,211.55,214.45,3225.0,243525.0,CE,12000,2020-01-02,,,,,1.9704451447546978,
108,2019-12-31 11:05:00+05:30,73250,NIFTYWEEKLYOPTIONCall,214.45,215.0,213.0,215.0,3450.0,241500.0,CE,12000,2020-01-02,,,,,1.9708872002776614,
109,2019-12-31 11:06:00+05:30,73251,NIFTYWEEKLYOPTIONCall,215.0,216.5,213.65,214.9,975.0,241500.0,CE,12000,2020-01-02,,,,,1.9839700475312476,
110,2019-12-31 11:07:00+05:30,73252,NIFTYWEEKLYOPTIONCall,214.9,217.95,214.9,217.95,900.0,241500.0,CE,12000,2020-01-02,,,,,1.9997559448388176,
111,2019-12-31 11:08:00+05:30,73253,NIFTYWEEKLYOPTIONCall,217.95,217.95,213.15,213.2,825.0,242850.0,CE,12000,2020-01-02,,,,,2.041019802158808,
112,2019-12-31 11:09:00+05:30,73254,NIFTYWEEKLYOPTIONCall,213.2,214.6,212.95,213.75,525.0,242850.0,CE,12000,2020-01-02,,,,,2.0352855337702067,
113,2019-12-31 11:10:00+05:30,73255,NIFTYWEEKLYOPTIONCall,213.75,215.25,213.65,215.25,300.0,242850.0,CE,12000,2020-01-02,,,,,2.028932378510512,
114,2019-12-31 11:11:00+05:30,73256,NIFTYWEEKLYOPTIONCall,215.25,217.0,215.25,217.0,675.0,243825.0,CE,12000,2020-01-02,,,,,2.024880278178417,
115,2019-12-31 11:12:00+05:30,73257,NIFTYWEEKLYOPTIONCall,217.0,218.1,216.8,216.8,375.0,243825.0,CE,12000,2020-01-02,,,,,2.014398304876729,
116,2019-12-31 11:13:00+05:30,73258,NIFTYWEEKLYOPTIONCall,216.8,217.55,216.8,217.4,150.0,243825.0,CE,12000,2020-01-02,,,,,1.996197730451171,
117,2019-12-31 11:14:00+05:30,73259,NIFTYWEEKLYOPTIONCall,217.4,217.4,216.0,216.0,150.0,244050.0,CE,12000,2020-01-02,,,,,1.9876540635593138,
118,2019-12-31 11:15:00+05:30,73260,NIFTYWEEKLYOPTIONCall,216.0,216.0,212.15,212.15,75.0,244050.0,CE,12000,2020-01-02,,,,,2.01422427349021,
119,2019-12-31 11:16:00+05:30,73261,NIFTYWEEKLYOPTIONCall,212.15,213.8,212.15,213.0,1875.0,244050.0,CE,12000,2020-01-02,,,,,2.009050451515073,
120,2019-12-31 11:17:00+05:30,73262,NIFTYWEEKLYOPTIONCall,213.0,213.0,212.0,213.0,4950.0,244050.0,CE,12000,2020-01-02,,,,,1.9947782732832495,
121,2019-12-31 11:18:00+05:30,73263,NIFTYWEEKLYOPTIONCall,213.0,219.75,213.0,219.0,300.0,242325.0,CE,12000,2020-01-02,,,,,2.061752739622807,
122,2019-12-31 11:19:00+05:30,73264,NIFTYWEEKLYOPTIONCall,219.0,219.0,217.35,217.35,75.0,242325.0,CE,12000,2020-01-02,,,,,2.0559776072513567,
123,2019-12-31 11:20:00+05:30,73265,NIFTYWEEKLYOPTIONCall,217.35,217.9,217.35,217.9,75.0,242325.0,CE,12000,2020-01-02,,,,,2.0349419399771254,
124,2019-12-31 11:21:00+05:30,73266,NIFTYWEEKLYOPTIONCall,217.9,217.9,216.9,216.9,75.0,242625.0,CE,12000,2020-01-02,,,,,2.020544309668571,
125,2019-12-31 11:22:00+05:30,73267,NIFTYWEEKLYOPTIONCall,216.9,217.1,216.9,217.1,300.0,242625.0,CE,12000,2020-01-02,,,,,1.9953189126089315,
126,2019-12-31 11:23:00+05:30,73268,NIFTYWEEKLYOPTIONCall,217.1,217.1,217.1,217.1,0.0,242625.0,CE,12000,2020-01-02,,,,,1.9677807575751551,
127,2019-12-31 11:24:00+05:30,73269,NIFTYWEEKLYOPTIONCall,217.1,217.1,215.05,215.05,1800.0,242475.0,CE,12000,2020-01-02,,,,,1.9689110878745941,
128,2019-12-31 11:25:00+05:30,73270,NIFTYWEEKLYOPTIONCall,215.05,215.05,213.6,213.6,525.0,242475.0,CE,12000,2020-01-02,,,,,1.9618045606543288,
129,2019-12-31 11:26:00+05:30,73271,NIFTYWEEKLYOPTIONCall,213.6,213.6,213.6,213.6,0.0,242475.0,CE,12000,2020-01-02,,,,,1.9350390471359287,
130,2019-12-31 11:27:00+05:30,73272,NIFTYWEEKLYOPTIONCall,213.6,213.6,213.0,213.0,150.0,242175.0,CE,12000,2020-01-02,,,,,1.9168926015066492,
131,2019-12-31 11:28:00+05:30,73273,NIFTYWEEKLYOPTIONCall,213.0,213.0,212.1,212.1,75.0,242175.0,CE,12000,2020-01-02,,,,,1.9031213799856501,
132,2019-12-31 11:29:00+05:30,73274,NIFTYWEEKLYOPTIONCall,212.1,215.0,212.1,215.0,3300.0,242100.0,CE,12000,2020-01-02,,,,,1.9165725810120013,
133,2019-12-31 11:30:00+05:30,73275,NIFTYWEEKLYOPTIONCall,215.0,215.0,214.5,214.5,1350.0,242100.0,CE,12000,2020-01-02,,,,,1.8975267345118507,
134,2019-12-31 11:31:00+05:30,73276,NIFTYWEEKLYOPTIONCall,214.5,216.0,214.5,216.0,3000.0,242100.0,CE,12000,2020-01-02,,,,,1.8922008547436204,
135,2019-12-31 11:32:00+05:30,73277,NIFTYWEEKLYOPTIONCall,216.0,217.0,216.0,217.0,1875.0,243150.0,CE,12000,2020-01-02,,,,,1.880289209004554,
136,2019-12-31 11:33:00+05:30,73278,NIFTYWEEKLYOPTIONCall,217.0,217.1,217.0,217.1,75.0,243150.0,CE,12000,2020-01-02,,,,,1.8566025387829,
137,2019-12-31 11:34:00+05:30,73279,NIFTYWEEKLYOPTIONCall,217.1,217.8,216.95,216.95,225.0,243150.0,CE,12000,2020-01-02,,,,,1.8432551699326474,
138,2019-12-31 11:35:00+05:30,73280,NIFTYWEEKLYOPTIONCall,216.95,217.35,216.95,217.35,75.0,243600.0,CE,12000,2020-01-02,,,,,1.8241819294060753,
139,2019-12-31 11:36:00+05:30,73281,NIFTYWEEKLYOPTIONCall,217.35,218.0,217.35,218.0,75.0,243600.0,CE,12000,2020-01-02,,,,,1.8087158693442362,
140,2019-12-31 11:37:00+05:30,73282,NIFTYWEEKLYOPTIONCall,218.0,224.05,218.0,224.05,3000.0,243600.0,CE,12000,2020-01-02,,,,,1.8643989817085194,
141,2019-12-31 11:38:00+05:30,73283,NIFTYWEEKLYOPTIONCall,224.05,224.05,220.1,220.1,75.0,244200.0,CE,12000,2020-01-02,,,,,1.8916923909794021,
142,2019-12-31 11:39:00+05:30,73284,NIFTYWEEKLYOPTIONCall,220.1,220.1,220.0,220.0,1200.0,244200.0,CE,12000,2020-01-02,,,,,1.868319700037882,
143,2019-12-31 11:40:00+05:30,73285,NIFTYWEEKLYOPTIONCall,220.0,220.0,220.0,220.0,750.0,244200.0,CE,12000,2020-01-02,,,,,1.8440237905690453,
144,2019-12-31 11:41:00+05:30,73286,NIFTYWEEKLYOPTIONCall,220.0,221.3,220.0,220.95,1650.0,244200.0,CE,12000,2020-01-02,,,,,1.8369711092363517,
145,2019-12-31 11:42:00+05:30,73287,NIFTYWEEKLYOPTIONCall,220.95,221.0,220.0,220.0,825.0,245325.0,CE,12000,2020-01-02,,,,,1.826153814690258,
146,2019-12-31 11:43:00+05:30,73288,NIFTYWEEKLYOPTIONCall,220.0,220.0,218.8,219.85,750.0,245325.0,CE,12000,2020-01-02,,,,,1.8180855864005399,
147,2019-12-31 11:44:00+05:30,73289,NIFTYWEEKLYOPTIONCall,219.85,220.0,219.85,220.0,75.0,246300.0,CE,12000,2020-01-02,,,,,1.796655629174023,
148,2019-12-31 11:45:00+05:30,73290,NIFTYWEEKLYOPTIONCall,220.0,226.25,220.0,223.3,4050.0,246300.0,CE,12000,2020-01-02,,,,,1.8536998540621064,
