,ticker,trading_days,days_in_trade,num_trades,num_winning_trades,num_losing_trades,win_pct,return,return per day in trade,annualized return,return_fixed_bet,average_return,std_dev_return
0,ADANIENT,37,37,258,123,98,0.47674418604651164,-0.6611846616634983,-0.01786985572063509,-4.467463930158773,-0.97498362873107,-0.003779006312911124,0.027121384247850606
0,ADANIPORTS,37,37,272,139,91,0.5110294117647058,-0.3196796085464839,-0.00863998942017524,-2.15999735504381,-0.3284417843468477,-0.0012075065600987047,0.019351457949201796
0,APOLLOHOSP,37,37,274,140,95,0.5109489051094891,-0.039330020668941534,-0.0010629735315930144,-0.2657433828982536,-0.037659973668438096,-0.00013744515937386167,0.0042297597667561105
0,ASIANPAINT,37,37,277,148,91,0.5342960288808665,0.0749229658336763,0.0020249450225317918,0.5062362556329479,0.07380248525808242,0.0002664349648306224,0.0033298368593837817
0,AXISBANK,37,37,292,176,74,0.6027397260273972,0.21772585633665575,0.005884482603693399,1.4711206509233496,0.19954606721696733,0.0006833769425238607,0.004118971150743084
0,BAJAJ-AUTO,37,37,259,126,95,0.4864864864864865,-0.0361260255163699,-0.0009763790680099972,-0.24409476700249932,-0.03566376157348461,-0.0001376979211331452,0.0029529675690517744
0,BAJFINANCE,37,37,277,153,86,0.5523465703971119,0.013214500954003672,0.0003571486744325317,0.08928716860813292,0.015312613885724802,5.528019453330253e-05,0.003959435670680859
0,BAJAJFINSV,37,37,282,154,90,0.5460992907801419,0.053020268529916814,0.0014329802305382924,0.3582450576345731,0.05558260255772485,0.00019710142750966258,0.005213461752382678
0,BPCL,37,37,211,119,48,0.5639810426540285,0.4940038123824839,0.013351454388715782,3.3378635971789454,0.403554320920981,0.0019125797200046492,0.004038447903196707
0,BHARTIARTL,37,37,287,161,84,0.5609756097560976,0.19022949152433455,0.005141337608765798,1.2853344021914497,0.17558207099155165,0.0006117842194827583,0.0031051852078640752
0,BRITANNIA,37,37,279,152,89,0.5448028673835126,0.06306775537054099,0.0017045339289335402,0.42613348223338504,0.062013992855251,0.0002222723758252724,0.0024684761627591255
0,CIPLA,37,37,281,142,97,0.505338078291815,0.17303600652508644,0.004676648825002336,1.169162206250584,0.16096478585029994,0.0005728284193960852,0.0030687592480443207
0,COALINDIA,37,37,172,98,28,0.5697674418604651,0.592238450968364,0.016006444620766596,4.001611155191649,0.4672588029460645,0.00271662094736084,0.004173108148490852
0,DIVISLAB,37,37,286,165,83,0.5769230769230769,-0.007581228200813306,-0.0002048980594814407,-0.05122451487036018,-0.0011323862506888993,-3.959392484926221e-06,0.006584907187433702
0,DRREDDY,37,37,281,157,86,0.5587188612099644,0.05919565937276561,0.001599882685750422,0.39997067143760545,0.058384434296783416,0.00020777378753303707,0.0024869054232596406
0,EICHERMOT,37,37,268,148,82,0.5522388059701493,0.12206649148207438,0.0032990943643803885,0.8247735910950972,0.11689498559424272,0.00043617531938150265,0.003561943841329466
0,GRASIM,37,37,289,158,91,0.5467128027681661,0.10928748448395864,0.002953715796863747,0.7384289492159367,0.10554921545498375,0.00036522219880617216,0.003540429206265633
0,HCLTECH,37,37,283,150,92,0.5300353356890459,0.13448895902129698,0.003634836730305324,0.9087091825763309,0.12709537484859867,0.00044910026448268084,0.002503595665422215
0,HDFCBANK,37,37,294,169,85,0.5748299319727891,0.20350377554741672,0.005500102041822073,1.3750255104555182,0.18630396149323147,0.0006336869438545288,0.002621386368079249
0,HDFCLIFE,37,37,280,167,66,0.5964285714285714,0.2496544562173857,0.006747417735605018,1.6868544339012546,0.23233709054019225,0.0008297753233578295,0.007932591621884443
0,HEROMOTOCO,37,37,289,175,75,0.6055363321799307,0.05631458591460303,0.0015220158355298116,0.3805039588824529,0.05646789687644771,0.00019539064663130694,0.0033964364201963886
0,HINDALCO,37,37,275,161,70,0.5854545454545454,0.4591771113818057,0.012410192199508263,3.1025480498770657,0.38047477242630334,0.0013835446270047394,0.004127882131027496
0,HINDUNILVR,37,37,292,163,90,0.5582191780821918,0.08869335209660645,0.002397117624232607,0.5992794060581517,0.08614449972326854,0.00029501541001119365,0.002812243608981896
0,HDFC,37,37,304,180,85,0.5921052631578947,0.13589387604785386,0.0036728074607528067,0.9182018651882017,0.12853681427829122,0.00042281846802069483,0.0026792631664260924
0,ICICIBANK,37,37,277,145,91,0.5234657039711191,0.07676176465592732,0.002074642287998036,0.518660571999509,0.07576338414020523,0.00027351402216680586,0.0035970911410100224
0,ITC,37,37,214,114,52,0.5327102803738317,0.5102211452274432,0.013789760681822789,3.4474401704556974,0.41620081713094914,0.0019448636314530333,0.005835209909190062
0,INDUSINDBK,37,37,284,160,87,0.5633802816901409,0.03960613976461036,0.0010704362098543341,0.2676090524635835,0.04410793994569162,0.00015530964769609726,0.006040539122995095
0,INFY,37,37,266,147,79,0.5526315789473685,0.14627678376241238,0.003953426588173307,0.9883566470433268,0.1372516502855734,0.0005159836476901255,0.002292227544028385
0,JSWSTEEL,37,37,305,184,75,0.6032786885245902,0.4255536902639978,0.011501451088216158,2.8753627720540393,0.3563755680930858,0.0011684444855511009,0.003251861137008139
0,KOTAKBANK,37,37,299,185,75,0.6187290969899666,0.24184604824643463,0.0065363796823360715,1.6340949205840178,0.21801313905893793,0.0007291409333074848,0.0029883180362518962
0,LT,37,37,288,164,87,0.5694444444444444,0.07441512184036636,0.0020112195091990907,0.5028048772997726,0.07407289734534273,0.00025719756022688444,0.003983138508222169
0,M&M,37,37,295,162,92,0.5491525423728814,0.15628733884897672,0.0042239821310534244,1.0559955327633561,0.1471353240492549,0.0004987638103364573,0.003572100747513451
0,MARUTI,37,37,266,134,95,0.5037593984962406,-0.044028906572891824,-0.0011899704479159951,-0.2974926119789988,-0.043751116075792296,-0.00016447787998418156,0.0030873958342431873
0,NTPC,37,37,135,55,28,0.4074074074074074,0.4076502332601646,0.01101757387189634,2.754393467974085,0.3438424695303607,0.0025469812557804496,0.004719553088912729
0,NESTLEIND,37,37,276,153,86,0.5543478260869565,0.05300334000010842,0.0014325227027056331,0.35813067567640827,0.05244391171623697,0.00019001417288491655,0.002396139064785634
0,ONGC,37,36,141,74,23,0.524822695035461,0.6219196338103206,0.017275545383620014,4.318886345905003,0.48654445746394404,0.003450669911091802,0.0054865600063972045
0,POWERGRID,37,37,185,115,24,0.6216216216216216,0.7501190810351404,0.020273488676625415,5.068372169156354,0.5622106148239612,0.0030389762963457362,0.0042742541479068325
0,RELIANCE,37,37,299,182,78,0.6086956521739131,0.13175813807603154,0.0035610307588116634,0.8902576897029159,0.12456731557107792,0.00041661309555544456,0.0022696454401171058
0,SBILIFE,37,37,261,143,77,0.5478927203065134,0.041267736518205034,0.0011153442302217578,0.27883605755543944,0.046696075128724424,0.00017891216524415488,0.00677774163980263
0,SBIN,37,37,269,156,68,0.5799256505576208,0.20592279308370798,0.00556548089415427,1.3913702235385674,0.19143695858869558,0.0007116615560918051,0.005499123456050804
0,SUNPHARMA,37,37,278,144,92,0.5179856115107914,0.1118621089476417,0.0030233002418281543,0.7558250604570386,0.10732251028464213,0.00038605219526849686,0.0030213551363450454
0,TCS,37,37,287,162,88,0.5644599303135889,0.08993723574265133,0.0024307361011527387,0.6076840252881847,0.08683238684928607,0.0003025518705550037,0.002210061633609236
0,TATACONSUM,37,37,277,157,70,0.5667870036101083,0.2601437866984111,0.007030913154011111,1.7577282885027776,0.23220345757672944,0.0008382796302409005,0.0025258375528190162
0,TATAMOTORS,37,37,254,146,59,0.5748031496062992,0.38223392295648484,0.010330646566391483,2.5826616415978707,0.3256611648137355,0.001282130570132817,0.0037157689198815897
0,TATASTEEL,37,37,128,67,12,0.5234375,1.065708987496523,0.02880294560801414,7.2007364020035345,0.7304797208809066,0.005706872819382083,0.006836009643057041
0,TECHM,37,37,286,164,81,0.5734265734265734,0.1423086806066045,0.003846180556935257,0.9615451392338142,0.13531221608628574,0.00047311963666533475,0.003924808164721463
0,TITAN,37,37,263,138,86,0.5247148288973384,0.05024374421957645,0.0013579390329615255,0.3394847582403814,0.05032252103910406,0.00019134038417910289,0.0031424560981493307
0,UPL,37,37,280,159,77,0.5678571428571428,0.22405560207944397,0.006055556812957945,1.5138892032394862,0.2038712386247391,0.0007281115665169254,0.0034125524141196614
0,ULTRACEMCO,37,37,260,144,79,0.5538461538461539,0.01589407042063007,0.0004295694708278397,0.10739236770695992,0.017102572613005518,6.57791254346366e-05,0.003202660253102543
0,WIPRO,37,37,204,127,36,0.6225490196078431,0.4507849979032681,0.012183378321709949,3.045844580427487,0.3730588807872489,0.0018287200038590633,0.002461899809196554
